,authors,by_statement,contributions,contributors,copyright_date,coverimage,covers,create,created.type,created.value,description,description.type,description.value,dewey_decimal_class,edition_name,first_sentence,first_sentence.type,first_sentence.value,full_title,genres,ia_box_id,ia_loaded_id,identifiers.goodreads,identifiers.google,identifiers.librarything,isbn_10,isbn_13,isbn_invalid,key,languages,last_modified.type,last_modified.value,latest_revision,lc_classifications,lccn,links,location,notes,notes.type,notes.value,number_of_pages,ocaid,oclc_number,oclc_numbers,other_titles,pagination,physical_dimensions,physical_format,publish_country,publish_date,publish_places,publishers,revision,series,source_records,subject_place,subject_places,subject_time,subjects,subtitle,table_of_contents,title,title_prefix,type.key,uri_descriptions,uris,url,weight,work_title,work_titles,works
0,[{'key': '/authors/OL1479839A'}],"proceedings of the International Conference on Meter, Rhythm, and Performance, held in May 1999 at Vechta ; Christoph Küper (ed.).","['Küper, Christoph, 1944-']",,,,[4292327],,,,,,,['808.1'],,,,,,['Congresses.'],,,['4759974'],,,['082044720X'],,,/books/OL3570027M,[{'key': '/languages/eng'}],/type/datetime,2010-04-16T04:51:58.420696,4,['P311 .I58 2002'],['2002072944'],,,,/type/text,"Texts in English and German.
Includes bibliographical references.",476.0,,,,"['Metrum, Rhythmus, Performanz']",476 p. :,,,gw ,2002,"['Frankfurt am Main', 'New York']",['P. Lang'],4,"['Linguistik international ;', 'Bd. 6']",,,,,"['Versification -- Congresses.', 'Oral interpretation of poetry -- Congresses.']","Metrum, Rhythmus, Performanz",,"Meter, rhythm, and performance =",,/type/edition,,,,,,,[{'key': '/works/OL5962775W'}]
0,[{'key': '/authors/OL1392222A'}],John C. Wright.,,,,,[524054],,/type/datetime,2008-04-01T03:28:50.625462,,,,['813/.6'],1st ed.,,,,,['Fiction.'],,,['474050'],,['216298'],['0765304325'],,,/books/OL3570144M,[{'key': '/languages/eng'}],/type/datetime,2010-08-02T21:40:34.852224,6,['PS3623.R54 P48 2003'],['2002073280'],,,,/type/text,"""A Tom Doherty Associates book.""",304.0,,,,"['Phoenix exultant', 'Dispossessed in Utopia']",304 p. ;,,,nyu,2003,['New York'],['Tor'],6,"['The golden age ;', 'bk. 2']",,,,,['Life on other planets -- Fiction.'],,,"Phoenix exultant; or, Dispossessed in Utopia",The ,/type/edition,"['Contributor biographical information', 'Publisher description']","['http://www.loc.gov/catdir/bios/hol052/2002073280.html', 'http://www.loc.gov/catdir/description/hol031/2002073280.html']","['http://www.loc.gov/catdir/bios/hol052/2002073280.html', 'http://www.loc.gov/catdir/description/hol031/2002073280.html']",,,,[{'key': '/works/OL5725225W'}]
0,[{'key': '/authors/OL31302A'}],[written and illustrated] by Jean Ekman Adams.,,,,,[1623107],,/type/datetime,2008-04-01T03:28:50.625462,,/type/text,"Clarence the pig is exited about coming back to the city after being out West, but when the food and air do not suit his friend Smoky the purple horse, they both decide to leave.",['[E]'],,,,,,['Fiction.'],,,['2702401'],,['5881699'],['0873588266'],,,/books/OL3570412M,[{'key': '/languages/eng'}],/type/datetime,2011-04-28T12:57:48.623154,6,['PZ7.A2163 Cn 2003'],['2002073966'],,,,,,,,,['50252082'],,1 v. (unpaged) :,,,azu,2003,"['Flagstaff, AZ']",['Rising Moon'],6,,,,,,"['City and town life -- Fiction.', 'Friendship -- Fiction.', 'Pigs -- Fiction.', 'Horses -- Fiction.', 'Food habits -- Fiction.']",,,Clarence and the purple horse bounce into town,,/type/edition,,,,,,,[{'key': '/works/OL493855W'}]
0,[{'key': '/authors/OL1480614A'}],,,,,,[1674771],,/type/datetime,2008-04-01T03:28:50.625462,,,,['813/.6'],,,,,,['Fiction.'],,,['1302376'],,['4679912'],['0931791022'],,,/books/OL3572238M,[{'key': '/languages/eng'}],/type/datetime,2010-08-02T21:43:09.610599,5,['PS3620.H79 C364 2002'],['2002101029'],,,,/type/text,Written by Pamela K. Thorson.,,,,,['Bess Truman (1945-1953)'],1 v. ;,,,flu,2002,"['Palm Beach Gardens, Fla']",['Sterling-Miller Pub.'],5,,,['Camp David (Md.)'],,,"[""Presidents' spouses -- Fiction."", 'Camp David (Md.) -- Fiction.']",,,Camp David diaries.,,/type/edition,,,,,,,[{'key': '/works/OL5964650W'}]
0,[{'key': '/authors/OL1481324A'}],William S. Creed.,,,,,[1711352],,/type/datetime,2008-04-01T03:28:50.625462,,,,['813/.6'],,,,,,,,,['2944767'],,['5151297'],['0972289135'],,,/books/OL3574311M,[{'key': '/languages/eng'}],/type/datetime,2011-04-28T12:57:48.623154,6,['PS3603.R445 C66 2003'],['2002110152'],,,,,,216.0,,,['53321585'],,216 p. ;,,,miu,2003,"['[Washington, MI]']",['House of Stuart Pub.'],6,,,,,,,a futuristic thriller,,Comes the end,,/type/edition,,,,,,,[{'key': '/works/OL5966316W'}]
0,[{'key': '/authors/OL1396447A'}],Ileana Alexandra Orlich.,,,,,[1635517],,/type/datetime,2008-04-01T03:28:50.625462,,,,['859/.301093522'],,,,,,,,,['396838'],,['3226595'],['0880334991'],,,/books/OL3574489M,[{'key': '/languages/eng'}],/type/datetime,2010-08-02T21:45:42.561563,5,['PC803.8.W6 O75 2002'],['2002110853'],,,,/type/text,Includes bibliographical references.,100.0,,,['50176664'],,"vii, 100 p. :",,,cou,2002,"['Boulder, Colo', '[Great Britain]']",['East European Monographs'],5,"['East European monographs ;', 'no. 601']",,['Romania'],,['20th century'],"['Romanian fiction -- 20th century -- History and criticism.', 'Short stories, Romanian -- History and criticism.', 'Sex role in literature.', 'Women in literature.', 'Romania -- In literature.']",(re)discovering the women of Romanian short fiction,,Silent bodies,,/type/edition,,,,,,,[{'key': '/works/OL5742844W'}]
0,[{'key': '/authors/OL4327048A'}],Emily Brontë ; edited by Linda H. Peterson.,"['Peterson, Linda H.']",,,,[177122],,/type/datetime,2008-04-01T03:28:50.625462,,,,['823/.8'],2nd ed.,,,,,['Fiction.'],,,['17148'],,['9746604'],['0312256868'],,,/books/OL3574720M,[{'key': '/languages/eng'}],/type/datetime,2010-10-05T22:47:16.793753,6,['PR4172 .W7 2003c'],['2002111900'],,,,/type/text,Includes bibliographical references.,532.0,,,,,"xi, 532 p. ;",,,mau,2003,['Boston'],"[""Bedford/St. Martin's""]",6,['Case studies in contemporary criticism'],,['Yorkshire (England)'],,,"['Brontë, Emily, 1818-1848.', 'Triangles (Interpersonal relations) -- Fiction.', 'Rejection (Psychology) -- Fiction.', 'Rural families -- Fiction.', 'Foundlings -- Fiction.', 'Yorkshire (England) -- Fiction.']","complete, authoritative text with biographical, historical, and cultural contexts, critical history, and essays from contemporary critical perspectives",,Wuthering Heights,,/type/edition,,,,,,,[{'key': '/works/OL15035771W'}]
0,[{'key': '/authors/OL292943A'}],Gwynne Forster.,,,,,[829242],,/type/datetime,2008-04-01T03:28:50.625462,,,,['813/.54'],,,,,,['Fiction.'],,,['2682751'],,['773562'],['157566920X'],,,/books/OL3574885M,[{'key': '/languages/eng'}],/type/datetime,2011-04-28T12:57:48.623154,6,['PS3556.O742 B58 2003'],['2002112550'],,,,/type/text,Includes reading group guide.,300.0,,,['51676134'],,300 p. ;,,,nyu,2003,['New York'],['Dafina Books'],6,,,['New Bern (N.C.)'],,,"['African American women -- Fiction.', 'African American families -- Fiction.', 'New Bern (N.C.) -- Fiction.']",,,Blues from down deep,,/type/edition,,,,,,,[{'key': '/works/OL2254435W'}]
0,[{'key': '/authors/OL494400A'}],Gerald Murnane.,,,,,[955612],,/type/datetime,2008-04-01T03:28:50.625462,,,,['823/.914'],1st American paperbound ed.,,,,,,,,['1593668'],,['1155765'],['1930974280'],,,/books/OL3575033M,[{'key': '/languages/eng'}],/type/datetime,2011-04-28T12:57:48.623154,6,['PR9619.3.M76 P55 2003'],['2002113064'],,,,,,111.0,,,['53946640'],,111 p. ;,,,miu,2003,"['Kalamazoo, Mich']",['New Issues/Western Michigan University'],6,['New Issues poetry & prose'],,,,,['Fantasy fiction.'],,,The plains,,/type/edition,,,,,,,[{'key': '/works/OL3128704W'}]
0,[{'key': '/authors/OL1011719A'}],J.M. Hayes.,,,,,[860966],,/type/datetime,2008-04-01T03:28:50.625462,,,,['813/.54'],1st ed.,,,,,['Fiction.'],['IA170001'],['prairiegothicmad00haye'],['1730917'],,['3032023'],['1590580508'],,,/books/OL3575424M,[{'key': '/languages/eng'}],/type/datetime,2011-10-25T04:24:25.643140,9,['PS3558.A8315 P73 2003'],['2002114467'],,,,,,264.0,,,['51725061'],,264 p. ;,,,azu,2003,"['Scottsdale, AZ']",['Poisoned Pen Press'],9,,"['marc:marc_records_scriblio_net/part14.dat:43684819:727', 'marc:marc_loc_updates/v37.i25.records.utf8:25985288:845', 'ia:prairiegothicmad00haye']",['Kansas'],,,['Kansas -- Fiction'],a Mad Dog & Englishman mystery,,Prairie gothic,,/type/edition,['Publisher description'],['http://www.loc.gov/catdir/description/ppen041/2002114467.html'],['http://www.loc.gov/catdir/description/ppen041/2002114467.html'],,,,[{'key': '/works/OL4805663W'}]
0,[{'key': '/authors/OL20797A'}],Gilbert Morris & Lynn Morris.,"['Morris, Lynn.']",,,,[537496],,/type/datetime,2008-04-01T03:28:50.625462,,,,['813/.54'],,,,,,['Fiction.'],['IA142812'],['exiles00morr'],['359547'],,['1609680'],['0785270027'],,,/books/OL3577318M,[{'key': '/languages/eng'}],/type/datetime,2011-11-11T23:22:01.632177,8,['PS3563.O8742 E97 2003'],['2002153546'],,,,,,267.0,,,['51003960'],,267 p. ;,,,tnu,2003,"['Nashville, Tenn']",['WestBow Press'],8,"['The Creoles series ;', 'bk. 1']",['ia:exiles00morr'],['New Orleans (La.)'],,,"['Young women -- Fiction.', 'Cuban Americans -- Fiction.', 'Creoles -- Fiction.', 'Orphans -- Fiction.', 'New Orleans (La.) -- Fiction.']",,,The exiles,,/type/edition,,,,,,,[{'key': '/works/OL14854689W'}]
0,[{'key': '/authors/OL29314A'}],Meg Greene.,,,,,[4294026],,/type/datetime,2008-04-01T03:28:50.625462,"Discusses life and work of the popular children's author, including his writing process and methods, inspirations, a critical discussion of his books, biographical timeline, and awards.",,,['813/.54'],1st ed.,,,,,"['Juvenile literature.', 'Biography']",,,['285919'],,['1788212'],['0823940179'],,,/books/OL3577592M,[{'key': '/languages/eng'}],/type/datetime,2011-04-28T12:57:48.623154,6,['PS3569.A226 Z67 2004'],['2002154252'],,,Includes bibliographical references (p. 96-102) and index.,,,112.0,,,['51275461'],,112 p. :,,,nyu,2004,['New York'],['Rosen Pub. Group'],6,['The library of author biographies'],,['United States'],,['20th century'],"['Sachar, Louis, 1954- -- Juvenile literature.', 'Sachar, Louis, 1954-', 'Children -- Books and reading -- United States -- History -- 20th century -- Juvenile literature.', 'Authors, American -- 20th century -- Biography -- Juvenile literature.', ""Children's stories, American -- History and criticism -- Juvenile literature."", 'Authors, American.', 'Authorship.']",,"[{'class': 'section', 'title': 'Meet Louis Sachar', 'type': {'key': '/type/toc_item'}}, {'class': 'section', 'title': '""Louis the yard teacher""', 'type': {'key': '/type/toc_item'}}, {'class': 'section', 'title': 'Success', 'type': {'key': '/type/toc_item'}}, {'class': 'section', 'title': 'From middle school to grade school', 'type': {'key': '/type/toc_item'}}, {'class': 'section', 'title': 'Holes', 'type': {'key': '/type/toc_item'}}, {'class': 'section', 'title': 'How does he do it?', 'type': {'key': '/type/toc_item'}}, {'class': 'section', 'title': 'Interview with Louis Sachar', 'type': {'key': '/type/toc_item'}}, {'class': 'section', 'title': 'Timeline.', 'type': {'key': '/type/toc_item'}}, {'class': 'section', 'type': {'key': '/type/toc_item'}}]",holes Louis Sachar,,/type/edition,,,,,,,
0,[{'key': '/authors/OL1195226A'}],Rita B. Dandridge.,,,,,[2653050],,/type/datetime,2008-04-01T03:28:50.625462,,,,['813.009/9287/08996073'],,,,,,,,,['476808'],,['6172826'],['0820467340'],,,/books/OL3578430M,[{'key': '/languages/eng'}],/type/datetime,2014-07-29T15:58:09.359798,7,['PS374.N4 D36 2004'],['2002156547'],,,,/type/text,Includes bibliographical references (p. [109]-115) and index.,120.0,blackwomensactiv00dand,,,,"ix, 120 p. ;",,,nyu,2004,['New York'],['P. Lang'],7,"['African-American literature and culture ;', 'v. 5']",['ia:blackwomensactiv00dand'],['United States'],,['20th century.'],"['American fiction -- African American authors -- History and criticism.', 'Literature and history -- United States -- History -- 20th century.', 'Literature and society -- United States -- History -- 20th century.', 'Women and literature -- United States -- History -- 20th century.', 'American fiction -- Women authors -- History and criticism.', 'Historical fiction, American -- History and criticism.', 'African American women -- Intellectual life.', 'African American women in literature.', 'African Americans in literature.', 'Social problems in literature.', 'Social action in literature.']",reading African American women's historical romances,,Black women's activism,,/type/edition,,,,,,,[{'key': '/works/OL5278727W'}]
0,,"edited by Stephanie H. Meyer, John Meyer, Peggy Veljkovic.","['Meyer, Stephanie H., 1946-', 'Meyer, John, 1943-', 'Veljkovic, Peggy, 1967-']",,,,[1415416],,/type/datetime,2008-04-01T03:28:50.625462,,/type/text,"A collection of stories and poems by teenage writers, arranged in such categories as ""Challenging matters,"" ""Family matters,"" and ""World matters.""",['[Fic]'],,,,,,['Literary collections.'],,,['12025'],,['3741995'],['0757300634'],,,/books/OL3578773M,[{'key': '/languages/eng'}],/type/datetime,2011-04-28T12:57:48.623154,6,['PZ5 .T29497 2003'],['2002191345'],,,,,,368.0,,,['51753678'],,368 p. :,,,flu,2003,"['Deerfield Beach, Fla']",['Health Communications'],6,,"['marc:marc_records_scriblio_net/part14.dat:47097967:996', 'marc:marc_loc_updates/v35.i25.records.utf8:5565090:1192']",,,,"['Adolescence -- Literary collections', ""Youths' writings, American"", 'Adolescence -- Literary collections', ""Youths' writings""]",what matters,,Teen Ink,,/type/edition,,,,,,,
0,[{'key': '/authors/OL388898A'}],by Lynn Cullen ; illustrated by Jacqueline Rogers.,"['Rogers, Jacqueline, ill.']",,,,[625587],,/type/datetime,2008-04-01T03:28:50.625462,,/type/text,"At a time when men and dogs are not friendly, Scraggly Hair helps Noah build an ark and round up the pairs of animals it will carry, but conditions on the boat turn his warm, dry nose to a cold, wet one.",['[E]'],1st ed.,,,,,"['Fiction.', 'Juvenile fiction.']",['IA183001'],['littlescragglyha00cull'],['1717781'],,['1297163'],['0823417727'],,,/books/OL3578845M,[{'key': '/languages/eng'}],/type/datetime,2014-04-05T18:57:28.374034,9,['PZ10.3.C8975 Li 2003'],['2002192203'],,,,,,,littlescragglyha00cull,,['51222237'],,1 v. (unpaged) :,,,nyu,2003,['New York'],['Holiday House'],9,,"['marc:marc_records_scriblio_net/part14.dat:47169663:1060', 'marc:marc_loc_updates/v35.i20.records.utf8:10786977:1067', 'ia:littlescragglyha00cull']",,,,"['Noah (Biblical figure) -- Fiction', 'Dogs -- Juvenile fiction', 'Dogs -- Fiction', ""Noah's ark -- Fiction"", 'Deluge -- Fiction']",a dog on Noah's Ark,,Little Scraggly Hair,,/type/edition,,,,,,,[{'key': '/works/OL2666328W'}]
0,[{'key': '/authors/OL822422A'}],Aniruddha Bahal.,,,,,[222792],,/type/datetime,2008-04-01T03:28:50.625462,,,,['823/.914'],1st ed.,,,,,['Fiction.'],['IA105307'],,['475986'],,['188388'],['0374117306'],,,/books/OL3578922M,[{'key': '/languages/eng'}],/type/datetime,2011-08-11T22:35:57.314932,8,['PR9499.3.B175 B8 2003'],['2002192521'],,,,,,345.0,bunker1300baharich,,,['Bunker Thirteen'],345 p. ;,,,nyu,2003,['New York'],"['Farrar, Straus and Giroux']",8,,,['Jammu and Kashmir (India)'],,,"['Journalists -- Fiction.', 'Jammu and Kashmir (India) -- Fiction.']",,,Bunker 13,,/type/edition,"['Contributor biographical information', 'Publisher description']","['http://www.loc.gov/catdir/bios/hol052/2002192521.html', 'http://www.loc.gov/catdir/description/hol031/2002192521.html']","['http://www.loc.gov/catdir/bios/hol052/2002192521.html', 'http://www.loc.gov/catdir/description/hol031/2002192521.html']",,,,[{'key': '/works/OL4261356W'}]
0,[{'key': '/authors/OL1388762A'}],written by Mara Conlon ; illustrated by Jennifer Fitchwell.,"['Fitchwell, Jennifer, ill.']",,,,[1235916],,/type/datetime,2008-04-01T03:28:50.625462,,,,['[E]'],,,,,,['Fiction.'],,,['2006726'],,['3148656'],['0448424622'],,,/books/OL3580693M,[{'key': '/languages/eng'}],/type/datetime,2010-08-02T21:52:38.893955,5,['PZ8.3.C7635 Rai 2001'],['2002276575'],,,,/type/text,"""For ages 3 and up""--Cover.
""20 glitter tatoos in every book!""--Cover.",,,,,,1 v. (unpaged) :,,,nyu,2001,['New York'],['Grosset & Dunlap'],5,,,,,,"['Play -- Fiction.', 'Weather -- Fiction.', 'Stories in rhyme.']",,,Rainbows!,,/type/edition,,,,,,,[{'key': '/works/OL5708494W'}]
0,[{'key': '/authors/OL29464A'}],Assia Djebar ; translated by Betsy Wing.,"['Wing, Betsy.']",,,,[846739],,/type/datetime,2008-04-01T03:28:50.625462,,,,['843/.914'],1st trade pbk. ed.,,,,,,['IA151001'],,['446284'],,['286364'],['1583220674'],,,/books/OL3581980M,[{'key': '/languages/eng'}],/type/datetime,2012-05-19T16:39:18.223726,6,['PQ3989.2.D57 V3713 2001'],['2002278459'],,,,,,363.0,algerianwhitenar00djeb,,,,363 p. ; 23 cm.,,,nyu,2001,['New York'],"['Seven Stories Press', 'Distributed by Publishers Group West']",6,,"['marc:marc_records_scriblio_net/part14.dat:50491052:696', 'ia:algerianwhitenar00djeb']",,,,,a novel,,So vast the prison,,/type/edition,,,,,['Vaste est la prison.'],,[{'key': '/works/OL102370W'}]
0,[{'key': '/authors/OL18283A'}],Daniel Defoe.,,,,,[436508],,/type/datetime,2008-04-01T03:28:50.625462,,/type/text,"During one of his several adventurous voyages in the 1600s, an Englishman becomes the sole survivor of a shipwreck and lives on a deserted island for more than twenty-eight years.",['[Fic]'],1st Aladdin pbk. ed.,,,,,"['Juvenile fiction.', 'Fiction.']",['IA178501'],['robinsoncrusoe00defo_1'],['2937'],,['29374'],['0689844085'],,,/books/OL3582732M,[{'key': '/languages/eng'}],/type/datetime,2012-05-14T21:11:37.974895,10,['PZ7.D3393 Ro 2001'],['2002279831'],,,,,,486.0,robinsoncrusoe00defo_1,,['47581561'],,"ix, 486 p. ;",,,nyu,2001,['New York'],['Aladdin Paperbacks'],10,['Aladdin classics'],"['marc:marc_records_scriblio_net/part14.dat:51213542:1069', 'marc:marc_loc_updates/v37.i14.records.utf8:3067463:1187', 'ia:robinsoncrusoe00defo_1']",,,,"['Crusoe, Robinson (Fictitious character) -- Juvenile fiction', 'Shipwrecks -- Fiction', 'Survival -- Fiction', 'Adventure and adventurers -- Fiction']",,,Robinson Crusoe,,/type/edition,['Publisher description'],['http://www.loc.gov/catdir/description/simon041/2002279831.html'],['http://www.loc.gov/catdir/description/simon041/2002279831.html'],,,,[{'key': '/works/OL45310W'}]
0,[{'key': '/authors/OL20849A'}],by Kathi Appelt ; illustrated by  Barry Root.,"['Root, Barry, ill.']",,,,"[1065434, 24500]",,/type/datetime,2008-04-01T03:28:50.625462,,/type/text,A little cowpoke is lulled to sleep by dreams of the sights and sounds of the Western landscape at night.,['[E]'],1st ed.,,,,,,,,"['6332346', '733506']",,['2499382'],"['0060277637', '0060277645']",,,/books/OL358366M,[{'key': '/languages/eng'}],/type/datetime,2010-06-25T07:37:55.924067,7,['PZ8.3.A554 Co 1999'],['98018316'],,,,,,,,,,,1 v. (unpaged) :,,,nyu,1999,['New York'],['HarperCollinsPublishers'],7,,,['West (U.S.)'],,,"['Cowboys -- Fiction.', 'Dreams -- Fiction.', 'Night -- Fiction.', 'Stories in rhyme.', 'West (U.S.) -- Fiction.']",,,Cowboy dreams,,/type/edition,,,,,,,[{'key': '/works/OL14855733W'}]
0,[{'key': '/authors/OL1422098A'}],[written by Lora Kalkman ; illustrated by Anthony Lewis].,"['Lewis, Anthony, 1966- ill.']",,,,,,/type/datetime,2008-04-01T03:28:50.625462,,/type/text,"Illustrations and rhyming text describe outdoor sounds, sights, and activities for the spring season.",['[E]'],,,,,,['Fiction.'],,,['3796748'],,,['0785345345'],,,/books/OL3584594M,[{'key': '/languages/eng'}],/type/datetime,2011-04-28T12:57:48.623154,4,['PZ8.3.K12545 Spr 2000'],['2002282752'],,,,/type/text,"Cover title.
On board pages.",,,,['52497319'],,1 v. (unpaged) :,,,ilu,2000,"['Lincolnwood, Ill']",['Publications International'],4,,,,,,"['Spring -- Fiction.', 'Stories in rhyme.']",,,Spring,,/type/edition,,,,,,,[{'key': '/works/OL5801726W'}]
0,[{'key': '/authors/OL225551A'}],Tim Page.,,,,,[579852],,/type/datetime,2008-04-01T03:28:50.625462,,,,"['813/.52', 'B']",1st ed.,,,,,,['IA129107'],,['564984'],,['309100'],['080505068X'],,,/books/OL359884M,[{'key': '/languages/eng'}],/type/datetime,2012-01-08T21:42:44.964904,8,['PS3531.O936 Z46 1998'],['98019907'],,,,/type/text,Includes bibliographical references (p. [337]-346) and index.,362.0,dawnpowellbiogr00page,,,,"xv, 362 p. :",,,nyu,1998,['New York'],['Henry Holt'],8,,['ia:dawnpowellbiogr00page'],,,['20th century'],"['Powell, Dawn', 'Authors, American -- 20th century -- Biography']",a biography,,Dawn Powell,,/type/edition,,,,,,,[{'key': '/works/OL1884198W'}]
0,[{'key': '/authors/OL226060A'}],Rosemary C. LoDato.,,,,,[3731092],,/type/datetime,2008-04-01T03:28:50.625462,,,,['860.9/36'],,,,,,,,,['171939'],,['2896428'],['0838753949'],,,/books/OL360718M,[{'key': '/languages/eng'}],/type/datetime,2010-06-25T07:56:34.389490,5,['PQ7081 .L545 1999'],['98020794'],,,,/type/text,Includes bibliographical references (p. 191-199) and index.,213.0,,,,,213 p. ;,,,nyu,1999,"['Lewisburg, N.Y']",['Bucknell University Press'],5,,,"['Latin America.', 'Spain.']",,"['19th century.', '20th century.']","['Darío, Rubén, 1867-1916 -- Criticism and interpretation.', 'Valle-Inclán, Ramón del, 1866-1936 -- Criticism and interpretation.', 'Silva, José Asunción, 1865-1896 -- Criticism and interpretation.', 'Spanish American literature -- 19th century.', 'Spanish American literature -- 20th century.', 'Spanish literature -- 19th century.', 'Spanish literature -- 20th century.', 'Modernism (Literature) -- Latin America.', 'Modernism (Literature) -- Spain.', 'Gems in literature.']","the language of gems in modernista writers Rubén Darío, Ramón del Valle-Inclán, and José Asunción Silva",,Beyond the glitter,,/type/edition,,,,,,,[{'key': '/works/OL1888067W'}]
