,authors,by_statement,contributions,contributors,copyright_date,coverimage,covers,created.type,created.value,description,description.type,description.value,dewey_decimal_class,edition_name,first_sentence.type,first_sentence.value,full_title,genres,ia_box_id,ia_loaded_id,identifiers.amazon,identifiers.amazon.co.uk_asin,identifiers.goodreads,identifiers.google,identifiers.librarything,isbn_10,isbn_13,isbn_invalid,key,languages,last_modified.type,last_modified.value,latest_revision,lc_classifications,lccn,links,location,notes,notes.type,notes.value,number_of_pages,ocaid,oclc_number,oclc_numbers,other_titles,pagination,physical_dimensions,physical_format,publish_country,publish_date,publish_places,publishers,revision,series,source_records,subject_place,subject_time,subject_times,subjects,subtitle,table_of_contents,title,title_prefix,type.key,uri_descriptions,uris,url,weight,work_title,work_titles,works
0,[{'key': '/authors/OL39750A'}],written and illustrated by Mercer Mayer.,,,,,"[1933336, 833517]",/type/datetime,2008-04-01T03:28:50.625462,,/type/text,Mrs. Beggs decides her new boarder is the cause of the strange occurrences in the boarding house and wonders how she can stop him.,['[E]'],,,,,['Fiction.'],,,,,"['3798296', '472680']",,['603522'],"['1577683889', '1577683870']",,,/books/OL3683143M,[{'key': '/languages/eng'}],/type/datetime,2011-01-08T17:22:34.228182,8,['PZ7.M462 Wk 2003'],['2003042366'],,,,/type/text,Originally published under title: Mrs. Beggs and the wizard.,,,,,,1 v. (unpaged) :,,,ohu,2003,"['Columbus, Ohio']",['Gingham Dog Press'],8,,['marc:marc_records_scriblio_net/part14.dat:147613613:1016'],,,,"['Magic -- Fiction', 'Wizards -- Fiction']",,,The wizard comes to town,,/type/edition,['Publisher description'],['http://www.loc.gov/catdir/description/mh031/2003042366.html'],['http://www.loc.gov/catdir/description/mh031/2003042366.html'],,['Mrs. Beggs and the wizard'],,[{'key': '/works/OL79047W'}]
0,[{'key': '/authors/OL20581A'}],Cherry Wilson.,,,,,[4308098],/type/datetime,2008-04-01T03:28:50.625462,,,,['813/.52'],Center Point large print ed.,,,,,,,,,['5632471'],,,['1585473332'],,,/books/OL3684573M,[{'key': '/languages/eng'}],/type/datetime,2011-04-29T12:01:39.980950,4,['PS3545.I62215 E47 2003'],['2003046046'],,,,,,239.0,,,['51879724'],,239 p. (large print) ;,,,meu,2003,"['Thorndike, Me']",['Center Point Pub.'],4,,,,,,['Large type books.'],,,Empty saddles,,/type/edition,,,,,,,
0,,Fern Michaels.,,,,,[1471363],/type/datetime,2008-04-01T03:28:50.625462,,,,['813/.54'],,,,,['Fiction.'],,,,,['2689142'],,['116056'],['0786254955'],,,/books/OL3685523M,[{'key': '/languages/eng'}],/type/datetime,2014-03-04T00:13:28.637316,11,['PS3563.I27 A64 2003'],['2003047868'],,,,/type/text,"""Thorndike Press large print basic series""--T.p. verso.",560.0,,,['52001163'],,560 p. (large print) ;,,,meu,2003,"['Waterville, Me']",['Thorndike Press'],11,,,['Georgia'],,,"['Mothers and daughters -- Fiction.', 'Physicians -- Fiction.', 'Amnesia -- Fiction.', 'Large type books.', 'Georgia -- Fiction.']",,,About face,,/type/edition,,,,,,,[{'key': '/works/OL14858056W'}]
0,,Barbara Delinsky.,,,,,[4309266],/type/datetime,2008-04-01T03:28:50.625462,,,,['813/.54'],Center Point large print ed.,,,,,,,,,['3206195'],,['214051'],['1585473448'],,,/books/OL3685835M,[{'key': '/languages/eng'}],/type/datetime,2016-09-23T19:54:16.222741,8,['PS3554.E4427 T46 2003'],['2003048573'],,,,,,287.0,,,,,287 p. (large print) ;,,,meu,2003,"['Thorndike, Me']",['Center Point Pub.'],8,,,,,,['Large type books.'],,,Threats and promises,,/type/edition,,,,,,,[{'key': '/works/OL14919613W'}]
0,[{'key': '/authors/OL1516971A'}],edited by Kenneth J. Fielding and David R. Sorensen.,"['Fielding, K. J.', 'Sorensen, David R., 1953-']",,,,[501923],/type/datetime,2008-04-01T03:28:50.625462,,,,"['824/.8', 'B']",,,,,"['Correspondence.', 'Sources.']",,,,,['585960'],,['1596506'],['0754601374'],,,/books/OL3685978M,[{'key': '/languages/eng'}],/type/datetime,2010-08-03T18:36:16.550501,7,['PR4419.C5 A83 2004'],['2003048917'],,,,/type/text,Includes bibliographical references (p. xxxiii-xxxiv) and index.,334.0,,,,,"xxxvii, 334 p. :",,,enk,2004,"['Aldershot, Hants, England', 'Burlington, VT']",['Ashgate'],7,"['The nineteenth century series', 'Nineteenth century (Aldershot, England)']",,['Great Britain'],['19th century'],,"['Carlyle, Jane Welsh, 1801-1866 -- Correspondence.', ""Authors' spouses -- Great Britain -- Correspondence."", 'Intellectuals -- Great Britain -- Correspondence.', 'Great Britain -- Intellectual life -- 19th century -- Sources.']",newly selected letters,,Jane Carlyle,,/type/edition,['Table of contents'],['http://www.loc.gov/catdir/toc/fy045/2003048917.html'],['http://www.loc.gov/catdir/toc/fy045/2003048917.html'],,,,[{'key': '/works/OL6034321W'}]
0,[{'key': '/authors/OL533526A'}],Ralph Cotton.,,,,,[4308754],,,,,,['813/.54'],,,,,['Fiction.'],,,,,['4566981'],,,['0786256338'],,,/books/OL3686856M,[{'key': '/languages/eng'}],/type/datetime,2010-04-16T04:54:29.990995,5,['PS3553.O766 V46 2003'],['2003050899'],,,,,,424.0,,,,,424 p. (large print) ;,,,meu,2003,"['Waterville, Me']",['Thorndike Press'],5,"['Thorndike Press large print Western', 'Thorndike Press large print Western series.']",,,,,"['Outlaws -- Fiction.', 'Revenge -- Fiction.', 'Large type books.']",,,Vengeance is a bullet,,/type/edition,,,,,,,[{'key': '/works/OL3270214W'}]
0,[{'key': '/authors/OL335424A'}],William Golding.,,,,,[260789],/type/datetime,2008-04-01T03:28:50.625462,,,,['823/.914'],"1st Perigee hardcover ed., 50th anniversary ed.",,,,['Fiction.'],['IA176401'],['lordofflies00gold_0'],,,['525'],,['2475502'],['0399529209'],,,/books/OL3688432M,[{'key': '/languages/eng'}],/type/datetime,2012-02-25T12:09:18.187689,13,['PR6013.O35 L6 2003'],['2003054825'],,,,/type/text,"""A Perigee book.""",,lordofflies00gold_0,,,,p. cm.,,,nyu,2003,['New York'],['Berkley'],13,,"['marc:marc_records_scriblio_net/part14.dat:152648259:814', 'marc:marc_loc_updates/v35.i20.records.utf8:12928164:1045', 'marc:CollingswoodLibraryMarcDump10-27-2008/Collingswood.out:67367452:1123', 'marc:marc_loc_updates/v37.i38.records.utf8:21043553:1045', 'ia:lordofflies00gold_0']",,,,"['Survival after airplane accidents, shipwrecks, etc. -- Fiction', 'Regression (Psychology) -- Fiction', 'Islands -- Fiction', 'Boys -- Fiction']",,,Lord of the Flies,,/type/edition,,,,,,,[{'key': '/works/OL2430217W'}]
0,[{'key': '/authors/OL720014A'}],Richard Seaford.,,,,,"[4309885, 344522]",/type/datetime,2008-04-01T03:28:50.625462,,,,['880.9/3553'],,,,,,,,,,"['3809066', '1037627']",,['169099'],"['0521832284', '0521539927']",,,/books/OL3688821M,[{'key': '/languages/eng'}],/type/datetime,2014-07-30T15:58:52.200482,8,['PA3015.M64 S43 2004'],['2003055724'],,,,/type/text,Includes bibliographical references (p. 338-362) and index.,370.0,moneyearlygreekm00seaf_930,,,,"xii, 370 p. ;",,,enk,2004,"['Cambridge, UK', 'New York']",['Cambridge University Press'],8,,['ia:moneyearlygreekm00seaf_930'],"['Greece', 'Greece.']",['To 146 B.C.'],,"['Homer -- Knowledge -- Economics.', 'Greek literature -- History and criticism.', 'Money in literature.', 'Greek drama (Tragedy) -- History and criticism.', 'Epic poetry, Greek -- History and criticism.', 'Economics and literature -- Greece.', 'Economics in literature.', 'Philosophy, Ancient.', 'Money -- Greece.', 'Greece -- Economic conditions -- To 146 B.C.']","Homer, philosophy, tragedy",,Money and the early Greek mind,,/type/edition,"['Table of contents', 'Publisher description']","['http://www.loc.gov/catdir/toc/cam051/2003055724.html', 'http://www.loc.gov/catdir/description/cam051/2003055724.html']","['http://www.loc.gov/catdir/toc/cam051/2003055724.html', 'http://www.loc.gov/catdir/description/cam051/2003055724.html']",,,,[{'key': '/works/OL3947915W'}]
0,[{'key': '/authors/OL395886A'}],by Jamie Parsley.,,,,,"[4717475, 4310429]",,,,,,['811/.54'],,,,,['Poetry.'],,,,,['4876742'],,,['0773434879'],,,/books/OL3689048M,[{'key': '/languages/eng'}],/type/datetime,2010-04-16T04:54:29.990995,5,['PS3566.A766 N6 2004'],['2003056238'],,,,,,101.0,,,,,101 p. ;,,,nyu,2004,"['Lewiston, N.Y']",['Mellen Poetry Press'],5,,,,,,"['Haiku, American.', 'Nature -- Poetry.']",new and selected haiku,,"No stars, no moon",,/type/edition,,,,,,,[{'key': '/works/OL2707539W'}]
0,[{'key': '/authors/OL1517656A'}],by Christopher Harvey ; edited by Michael Bath.,"['Bath, Michael.']",,,,,/type/datetime,2008-04-01T03:28:50.625462,,,,['821/.4'],,,,,['Poetry.'],,,,,['5852982'],,,['0404637167'],,,/books/OL3689602M,[{'key': '/languages/eng'}],/type/datetime,2011-04-29T12:01:39.980950,6,['PR3506.H6 S3 2003'],['2003057717'],,,,/type/text,Includes bibliographical references.,,,,['52559237'],['School of the heart'],p. cm.,,,nyu,2003,['New York'],['AMS Press'],6,['AMS studies in the emblem.'],"['marc:marc_records_scriblio_net/part14.dat:153800756:849', 'marc:marc_loc_updates/v37.i38.records.utf8:21218867:849']",,"['Early modern, 1500-1700.']",,"['Christian poetry, English -- Early modern, 1500-1700', 'Emblems -- Poetry', 'Heart -- Poetry']",(the school of the heart),,Schola Cordis,,/type/edition,,,,,,,[{'key': '/works/OL6035898W'}]
0,[{'key': '/authors/OL2705568A'}],Nelson Nye.,,,,,"[4310441, 4310411, 4309796]",/type/datetime,2008-04-01T03:28:50.625462,,,,['813/.54'],,,,,['Fiction.'],,,,,['4823907'],,,"['078625940X', '0754077470', '0754077489']",,,/books/OL3689840M,[{'key': '/languages/eng'}],/type/datetime,2010-12-12T07:48:50.770235,5,['PS3527.Y33 L62 2003'],['2003058236'],,,,,,264.0,,,,,264 p. (large print),,,meu,2003,"['Waterville, Me', 'Bath, England']","['Thorndike Press', 'BBC Audiobooks']",5,,['marc:marc_records_scriblio_net/part14.dat:154031524:803'],,,,"['Prospecting -- Fiction', 'Gold mines and mining -- Fiction']",,,A lost mine named Salvation,,/type/edition,,,,,,,[{'key': '/works/OL78497W'}]
0,[{'key': '/authors/OL1161724A'}],Anne-Marie Edwards ; photographs by Michael Edwards.,,,,,[1710879],/type/datetime,2008-04-01T03:28:50.625462,,,,"['823/.8', 'B']",1st North American ed.,,,,['Guidebooks.'],,,,,['713699'],,['2357398'],['0972121730'],,,/books/OL3690150M,[{'key': '/languages/eng'}],/type/datetime,2011-04-29T12:01:39.980950,7,['PR4757.S46 E35 2003'],['2003058937'],,,,/type/text,"Includes bibliographical references (p. 208) and index.
Originally published: Newbury : Countryside Books, 1989.",208.0,,,['52878123'],,208 p. :,,,wiu,2003,"['Madison, Wis']",['Jones Books'],7,,,"['Wessex (England)', 'England', 'Wessex']",,,"['Hardy, Thomas, 1840-1928 -- Settings -- Guidebooks.', 'Hardy, Thomas, 1840-1928 -- Homes and haunts -- England -- Wessex -- Guidebooks.', 'Hardy, Thomas, 1840-1928 -- Knowledge -- Wessex (England) -- Guidebooks.', 'Authors, English -- Homes and haunts -- England -- Wessex -- Guidebooks.', 'Literary landmarks -- England -- Wessex -- Guidebooks.', 'Walking -- England -- Wessex -- Guidebooks.', 'Wessex (England) -- Intellectual life -- Guidebooks.', 'Wessex (England) -- In literature -- Guidebooks.']",,,In the steps of Thomas Hardy,,/type/edition,,,,,,,[{'key': '/works/OL5198896W'}]
0,[{'key': '/authors/OL1433820A'}],Hilary de Vries.,,,,,[746302],/type/datetime,2008-04-01T03:28:50.625462,,,,['813/.6'],1st ed.,,,,['Fiction.'],['IA104917'],,,,['1263204'],,['242689'],['1400061385'],,,/books/OL3690356M,[{'key': '/languages/eng'}],/type/datetime,2012-04-09T18:23:22.544665,11,['PS3604.E89 S6 2004'],['2003059601'],,,,,,287.0,sofiveminutesago00devr,,['52728827'],,287 p. ;,,,nyu,2004,['New York'],['Villard'],11,,['ia:sofiveminutesago00devr'],"['Hollywood (Los Angeles, Calif.)']",,,"['Women public relations personnel -- Fiction.', 'Motion picture industry -- Fiction.', 'Public relations firms -- Fiction.', 'Celebrities -- Fiction.', 'Hollywood (Los Angeles, Calif.) -- Fiction.']",a novel,,So five minutes ago,,/type/edition,"['Contributor biographical information', 'Sample text', 'Publisher description']","['http://www.loc.gov/catdir/bios/random055/2003059601.html', 'http://www.loc.gov/catdir/samples/random051/2003059601.html', 'http://www.loc.gov/catdir/description/random0413/2003059601.html']","['http://www.loc.gov/catdir/bios/random055/2003059601.html', 'http://www.loc.gov/catdir/samples/random051/2003059601.html', 'http://www.loc.gov/catdir/description/random0413/2003059601.html']",,,,[{'key': '/works/OL5844456W'}]
0,[{'key': '/authors/OL7024285A'}],,"['Homer.', 'Howell, Troy, ill.']",,,,[544170],/type/datetime,2008-04-01T03:28:50.625462,,/type/text,"Retells part of Homer's Odyssey in which Odysseus, with the help of the goddess Athena, plans to get revenge on those who have plagued his wife and son during his absence.",['883/.01'],1st ed.,,,,['Juvenile literature.'],,,,,['4589300'],,['1880989'],['0786807741'],,,/books/OL3690590M,[{'key': '/languages/eng'}],/type/datetime,2013-04-24T20:04:03.016445,7,['BL820.O3 O74 2004'],['2003060355'],,,,,,104.0,,,,,104 p. :,,,nyu,2004,['New York'],['Hyperion Books for Children'],7,"[""Mary Pope Osborne's Tales from the Odyssey ;"", 'bk. 5']","['marc:marc_records_scriblio_net/part14.dat:154773785:1041', 'marc:marc_loc_updates/v37.i28.records.utf8:7612455:1149']",,,,"['Odysseus (Greek mythology) -- Juvenile literature', 'Odysseus (Greek mythology)', 'Mythology, Greek']",,,Return to Ithaca / by Mary Pope Osborne ; with artwork by Troy Howell.,,/type/edition,,,,,,,[{'key': '/works/OL15131268W'}]
0,[{'key': '/authors/OL329818A'}],Priscilla Cummings.,,,,,[361513],/type/datetime,2008-04-01T03:28:50.625462,,/type/text,"Living near the water on Maryland's Eastern Shore, thirteen-year-old Brady and his best friends J.T. and Digger become entangled in a tragedy which tests their friendship and their ideas about right and wrong.",['[Fic]'],1st ed.,,,,['Fiction.'],,,,,['963616'],,['1164817'],['0525473173'],,,/books/OL3691913M,[{'key': '/languages/eng'}],/type/datetime,2010-08-03T18:44:00.034542,6,['PZ7.C91483 Re 2004'],['2003063532'],,,,,,209.0,,,,,209 p. ;,,,nyu,2004,['New York'],"[""Dutton Children's Books""]",6,,,['Eastern Shore (Md. and Va.)'],,,"['Conduct of life -- Fiction.', 'Friendship -- Fiction.', 'Boats and boating -- Fiction.', 'Death -- Fiction.', 'Eastern Shore (Md. and Va.) -- Fiction.']",,,Red kayak,,/type/edition,,,,,,,[{'key': '/works/OL2403366W'}]
0,[{'key': '/authors/OL33909A'}],P.D. James.,,,,,[211419],/type/datetime,2008-04-01T03:28:50.625462,,,,['823/.914'],1st Ballantine Books ed.,,,,['Fiction.'],,,,,['7153325'],,['14156'],['0345469380'],,,/books/OL3694990M,[{'key': '/languages/eng'}],/type/datetime,2013-12-24T01:06:23.672979,12,['PR6060.A467 T3 1999'],['2003095625'],,,,,,460.0,,,,,460 p. :,,,nyu,1999,['New York'],['Ballantine Books'],12,,,['England'],,,"['Dalgliesh, Adam (Fictitious character) -- Fiction.', 'Cabinet officers -- Crimes against -- Fiction.', 'Tramps -- Crimes against -- Fiction.', 'Police -- England -- Fiction.']",,,A  taste for death,,/type/edition,"['Contributor biographical information', 'Publisher description']","['http://www.loc.gov/catdir/bios/random055/2003095625.html', 'http://www.loc.gov/catdir/description/random0411/2003095625.html']","['http://www.loc.gov/catdir/bios/random055/2003095625.html', 'http://www.loc.gov/catdir/description/random0411/2003095625.html']",,,,[{'key': '/works/OL15381049W'}]
0,[{'key': '/authors/OL892168A'}],Dennis Sampson.,,,,,[684752],/type/datetime,2008-04-01T03:28:50.625462,,,,['811/.54'],,,,,,,,,,['1655829'],,['1219698'],['0887484182'],,,/books/OL3698510M,[{'key': '/languages/eng'}],/type/datetime,2011-04-29T12:01:39.980950,7,['PS3569.A46652 N44 2005'],['2003112552'],,,,,,64.0,,,['58834941'],,64 p. ;,,,pau,2005,['Pittsburgh'],['Carnegie Mellon University Press'],7,['[Carnegie Mellon poetry]'],,,,,,,,Needlegrass,,/type/edition,,,,,,,[{'key': '/works/OL4473073W'}]
0,[{'key': '/authors/OL234454A'}],Neal Shusterman.,,,,,[109870],/type/datetime,2008-04-01T03:28:50.625462,,/type/text,"When a junior high school boy and his friends decide to form a club of ""second bests"" and play anonymous tricks on each other's arch rivals, the harmless pranks escalate until they become life-threatening.",['[Fic]'],,,,,['Fiction.'],,,,,['822391'],,['112231'],['0142300942'],,,/books/OL3701403M,[{'key': '/languages/eng'}],/type/datetime,2010-08-03T18:56:01.986412,7,['PZ7.S55987 Sh 2002b'],['2003267666'],,,,/type/text,"""Winner of the IRA-CBC Children's Choice Award""--P. [4] of cover
Originally published: Boston : Little, Brown, 1988.
Sequel: Shadow club rising.",199.0,,,,,199 p. ;,,,nyu,2002,['New York'],['Puffin Books'],7,,"['marc:marc_records_scriblio_net/part14.dat:165078393:1005', 'marc:marc_loc_updates/v35.i20.records.utf8:13778844:1231']",,,,"['Clubs -- Fiction', 'Practical jokes -- Fiction', 'Schools -- Fiction']",,,Shadow Club,The ,/type/edition,,,,,,,[{'key': '/works/OL1954413W'}]
0,,,,,,,[1488140],/type/datetime,2008-04-01T03:28:50.625462,,,,['[E]'],1st American ed.,,,,"['Juvenile fiction.', 'Fiction.']",,,,,['3546915'],,['9539515'],['0789488396'],,,/books/OL3702477M,[{'key': '/languages/eng'}],/type/datetime,2010-08-03T18:56:51.333942,5,['PZ10.3 .M988 2002'],['2003269238'],,,,/type/text,"On board pages.
Four board books in a carrying case.",,,,['51539745'],,4 v. :,,,nyu,2002,"['New York, NY']",['DK'],5,,"['marc:marc_records_scriblio_net/part14.dat:166172674:792', 'marc:marc_loc_updates/v35.i20.records.utf8:13856182:895']",,,,"['Animals -- Infancy -- Juvenile fiction', 'Animals -- Infancy -- Fiction']",,"[{'title': '[1] Bunny', 'type': {'key': '/type/toc_item'}}, {'title': '[2] Duckling', 'type': {'key': '/type/toc_item'}}, {'title': '[3] Kitten', 'type': {'key': '/type/toc_item'}}, {'title': '[4] Puppy.', 'type': {'key': '/type/toc_item'}}]",My little baby animals carrying case.,,/type/edition,,,,,,,
0,[{'key': '/authors/OL383286A'}],David Wojahn.,,,,,[623766],/type/datetime,2008-04-01T03:28:50.625462,,,,['811/.54'],,,,,,,,,,['620762'],,['1226950'],['0822957760'],,,/books/OL3703180M,[{'key': '/languages/eng'}],/type/datetime,2010-08-03T18:57:44.465491,6,['PS3573.O44 S67 2002'],['2003270373'],,,,,,119.0,,,['48883475'],,119 p. ;,,,pau,2002,"['Pittsburgh, Pa']",['University of Pittsburgh Press'],6,['Pitt poetry series'],,,,,,,,Spirit cabinet,,/type/edition,,,,,,,[{'key': '/works/OL2630874W'}]
0,[{'key': '/authors/OL23809A'}],by Annette Sanford.,,,,,[1617702],/type/datetime,2008-04-01T03:28:50.625462,,,,['813/.54'],1st ed.,,,,['Fiction.'],,,,,['2511953'],,['3604534'],['0870744429'],,,/books/OL37046M,[{'key': '/languages/eng'}],/type/datetime,2010-06-23T04:54:37.070017,5,['PS3569.H5792 C76 1999'],['99023578'],,,,,,,,,,,p. cm.,,,txu,1999,['Dallas'],['Southern Methodist University Press'],5,,"['marc:marc_records_scriblio_net/part28.dat:6100415:882', 'marc:marc_loc_updates/v37.i37.records.utf8:6946112:882']",['United States'],['20th century'],,['United States -- Social life and customs -- 20th century -- Fiction'],stories,"[{'title': ""Mr. Moore's old car"", 'type': {'key': '/type/toc_item'}}, {'title': 'Crossing Shattuck Bridge', 'type': {'key': '/type/toc_item'}}, {'title': 'Strangers and pilgrims', 'type': {'key': '/type/toc_item'}}, {'title': 'Fo nut X', 'type': {'key': '/type/toc_item'}}, {'title': 'Helens and roses', 'type': {'key': '/type/toc_item'}}, {'title': 'Goose girl', 'type': {'key': '/type/toc_item'}}, {'title': 'Bear the dead away', 'type': {'key': '/type/toc_item'}}, {'title': 'The oil of gladness', 'type': {'key': '/type/toc_item'}}, {'title': 'Housekeeping', 'type': {'key': '/type/toc_item'}}, {'title': 'In the little hunky river.', 'type': {'key': '/type/toc_item'}}]",Crossing Shattuck Bridge,,/type/edition,,,,,,,
0,[{'key': '/authors/OL231620A'}],John S. Christie.,,,,,[1547126],/type/datetime,2008-04-01T03:28:50.625462,,,,['813/.5409868'],,,,,,,,,,['1371421'],,['7970852'],['0815332467'],,,/books/OL370562M,[{'key': '/languages/eng'}],/type/datetime,2010-07-28T20:34:14.799672,5,['PS153.H56 C49 1998'],['98031294'],,,,/type/text,Includes bibliographical references (p. 193-206) and index.,211.0,,,,,"xv, 211 p. ;",,,nyu,1998,['New York'],['Garland Pub.'],5,['Latino communities'],,['United States.'],,,"['American fiction -- Hispanic American authors -- History and criticism.', 'American fiction -- Latin American influences.', 'American fiction -- European influences.', 'Hispanic Americans -- Intellectual life.', 'Modernism (Literature) -- United States.', 'Mexican Americans in literature.', 'Cuban Americans in literature.', 'Puerto Ricans in literature.', 'Ethnicity in literature.', 'Narration (Rhetoric)', 'Literary form.']",literature of the borderlands,,Latino fiction and the modernist imagination,,/type/edition,,,,,,,[{'key': '/works/OL1930880W'}]
