,authors,by_statement,contributions,contributors,copyright_date,covers,created.type,created.value,description,description.type,description.value,dewey_decimal_class,edition_name,first_sentence.type,first_sentence.value,full_title,genres,ia_box_id,ia_loaded_id,identifiers.goodreads,identifiers.google,identifiers.librarything,identifiers.oclc,isbn_10,isbn_13,isbn_invalid,key,languages,last_modified.type,last_modified.value,latest_revision,lc_classifications,lccn,links,location,notes,notes.type,notes.value,number_of_pages,ocaid,oclc_number,oclc_numbers,other_titles,pagination,physical_dimensions,physical_format,publish_country,publish_date,publish_places,publishers,revision,series,source_records,subject_place,subject_time,subjects,subtitle,table_of_contents,title,title_prefix,translated_from,translation_of,type.key,uri_descriptions,uris,url,weight,work_title,work_titles,works
0,[{'key': '/authors/OL1435677A'}],Linda Press Wulf.,,,,,/type/datetime,2008-10-06T16:06:46.745580,,/type/text,"Still sad and frightened after living in Poland through World War I and the Russian Revolution, twelve-year-old Devorah Lehrman, her younger sister, and other Jewish orphans travel with Isaac Ochberg to South Africa and make a new start. Devorah's world is shattered by the tragedies of post-Great War Europe: gas poisoning, famine, typhoid, and influenza. Then comes the Night of the Burning, when Cossacks provoke Christian Poles to attack their Jewish neighbors. In 1920, eleven-year-old Devorah and her little sister, Nechama, are the sole survivors of their community. Salvation arrives in the form of a South African philanthropist named Isaac Ochberg, who invites Devorah and Nechama to join his group of two hundred orphans in their journey to safety in South Africa. Although reluctant to leave her homeland, and afraid to forget her family, Devorah follows her sister, who is determined to go to the new country. There Devorah is dealt the greatest blow - Nechama is adopted and taken away from her. In the end, though, Devorah realizes that she is not solely responsible for keeping the past alive, and that she will not betray her beloved parents when she is adopted herself - and finds happiness again.",['[Fic]'],1st ed.,,,,"['Juvenile fiction.', 'Fiction.']",,,['1772498'],,['1778212'],,['0374364192'],['9780374364199'],,/books/OL17863351M,[{'key': '/languages/eng'}],/type/datetime,2010-08-18T08:22:14.477807,7,['PZ7.W96362 My 2006'],['2005052113'],,,,,,210.0,,"['61362194', '61362194']",,,"xii, 210 p. ;",,,nyu,2006,['New York'],"['Farrar, Straus, Giroux']",7,,"['marc:marc_loc_updates/v35.i14.records.utf8:7126664:3090', 'marc:marc_loc_updates/v37.i34.records.utf8:6903580:2112']",,,"['Ochberg, Isaac, -- 1878-1937 -- Juvenile fiction', 'Ochberg, Isaac, -- 1878-1937 -- Fiction', 'Orphans -- Juvenile fiction', 'Jews -- Juvenile fiction', 'Emigration and immigration -- Juvenile fiction', 'Immigrants -- Juvenile fiction', 'Sisters -- Juvenile fiction', 'Orphans -- Fiction', 'Jews -- Fiction', 'Emigration and immigration -- Fiction', 'Immigrants -- Fiction', 'Sisters -- Fiction', 'Poland -- History -- 1918-1945 -- Juvenile fiction', 'South Africa -- History -- 1909-1961 -- Juvenile fiction', 'Poland -- History -- 1918-1945 -- Fiction', 'South Africa -- History -- 1909-1961 -- Fiction']",Devorah's story,,night of the burning,The ,,,/type/edition,"['Table of contents only', 'Contributor biographical information', 'Publisher description']","['http://www.loc.gov/catdir/toc/fy0706/2005052113.html', 'http://www.loc.gov/catdir/enhancements/fy0643/2005052113-b.html', 'http://www.loc.gov/catdir/enhancements/fy0643/2005052113-d.html']","['http://www.loc.gov/catdir/toc/fy0706/2005052113.html', 'http://www.loc.gov/catdir/enhancements/fy0643/2005052113-b.html', 'http://www.loc.gov/catdir/enhancements/fy0643/2005052113-d.html']",,,,[{'key': '/works/OL5849989W'}]
0,[{'key': '/authors/OL42005A'}],Magnús Fjalldal.,,,,,/type/datetime,2008-10-06T19:22:33.638336,,,,['839/.6093241'],,,,,['Sources.'],,,['5012773'],,['3812355'],,['0802038379'],,,/books/OL17881845M,[{'key': '/languages/eng'}],/type/datetime,2010-08-18T08:33:39.499640,5,['PT7162.E54 F53 2005'],['2006276325'],,,,/type/text,"Includes bibliographical references (p. [149]-157) and index.

Includes some text in Icelandic.",162.0,,['60670231'],,,"xi, 162 p. ;",,,onc,2005,"['Toronto', 'Buffalo']",['University of Toronto Press'],5,"['Toronto Old Norse-Icelandic series -- 2', 'Toronto Old Norse and Icelandic studies -- 2.']","['marc:marc_loc_updates/v35.i15.records.utf8:9944148:1314', 'marc:marc_loc_updates/v35.i21.records.utf8:16298309:1407']",,,"['Old Norse literature -- History and criticism', 'Anglo-Saxons in literature', 'Littérature vieux norroise -- Histoire et critique', 'England -- In literature', 'Great Britain -- Civilization -- 1066-1485 -- Sources', 'Grande-Bretagne -- Civilsation -- 1066-1485 -- Sources']",,,Anglo-Saxon England in Icelandic medieval texts,,,,/type/edition,,,,,,,[{'key': '/works/OL575791W'}]
0,[{'key': '/authors/OL5361170A'}],by Alan Marquis.,,,,,/type/datetime,2008-10-06T19:26:17.818547,,,,['823.914'],,,,,['Fiction.'],,,['6860254'],,,,['1858451671'],,,/books/OL17882156M,[{'key': '/languages/eng'}],/type/datetime,2011-04-26T13:19:59.524026,4,,,,,,,,274.0,,,['40927356'],,"x,274p. ;",,,enk,1998,['London'],['New Millennium'],4,,,,,"['Upper class -- England -- Fiction.', 'English -- Europe -- Fiction.', 'World War, 1914-1918 -- Trench warfare -- Fiction.']",,,In the shadow of the golden virgin,,,,/type/edition,,,,,,,[{'key': '/works/OL12269782W'}]
0,[{'key': '/authors/OL217918A'}],Eric Kraft.,,,,[6993174],/type/datetime,2008-10-06T19:47:59.101525,,,,['813/.54'],1st ed.,,,,['Fiction.'],['IA142410'],['onwing00kraf'],['332564'],,['3386574'],,['0312363745'],['9780312363741'],,/books/OL17883942M,[{'key': '/languages/eng'}],/type/datetime,2011-12-19T20:32:49.297209,10,['PS3561.R22 O5 2007'],['2007012960'],,,,,,,onwing00kraf,,['122973222'],,p. cm.,,,nyu,2007,['New York'],"[""St. Martin's Press""]",10,['Flying : a trilogy -- bk. 2'],"['marc:marc_loc_updates/v35.i15.records.utf8:13102074:948', 'marc:marc_loc_updates/v35.i25.records.utf8:12466875:1174', 'marc:marc_loc_updates/v36.i42.records.utf8:13326323:1573', 'ia:onwing00kraf']",,,"['Leroy, Peter (Fictitious character) -- Fiction', 'Flying-machines -- Fiction', 'Children as air pilots -- Fiction', 'Air travel -- United States -- Fiction', 'Automobile travel -- United States -- Fiction', 'Eccentrics and eccentricities -- Fiction']",,,On the wing,,,,/type/edition,,,,,,,[{'key': '/works/OL1817468W'}]
0,[{'key': '/authors/OL5365155A'}],"story by Keiichi Sigsawa ; illustrated by Kouhaku Kuroboshi ; [translation, Andrew Cunningham ; English adaptation, Maya Bohnhoff].","['Kuroboshi, Kōhaku.', 'Cunningham, Andrew, 1979-', 'Bohnhoff, Maya Kaathryn.']",,,,/type/datetime,2008-10-07T09:47:47.089284,,,,['[Fic]'],,,,,"['Juvenile fiction.', 'Fiction.']",,,['257173'],,['1687629'],,['1598164554'],['9781598164558'],,/books/OL17897208M,[{'key': '/languages/eng'}],/type/datetime,2010-08-18T08:19:49.479041,7,['PZ49.31 .S47513 2006'],['2006010360'],,,,/type/text,"""Book one of the beautiful world""--v. 1, t.p.

""First published in 2000 by Media Works, Inc., Tokyo, Japan""--Vol. 1, t.p. verso.

13-23.",,,['65819851'],,['Beautiful world'],v. <1> :,,,cau,2006,"['[Los Angeles, Calif.]']",['Tokyopop'],7,,"['marc:marc_loc_updates/v35.i17.records.utf8:6407576:1437', 'marc:marc_loc_updates/v35.i26.records.utf8:6057046:1437']",,,"['Voyages and travels -- Juvenile fiction', 'Motorcycles -- Juvenile fiction', 'Voyages and travels -- Fiction', 'Motorcycles -- Fiction']",,,Kino no tabi,,,,/type/edition,['Table of contents only'],['http://www.loc.gov/catdir/toc/ecip0611/2006010360.html'],['http://www.loc.gov/catdir/toc/ecip0611/2006010360.html'],,,['Kino no tabi.'],[{'key': '/works/OL12274980W'}]
0,[{'key': '/authors/OL1425476A'}],Pam Douglas.,,,,,/type/datetime,2008-10-07T21:08:43.334580,,,,['808.2/25'],,,,,,,,['1060940'],,['3133672'],,,['9781932907346'],,/books/OL17928058M,[{'key': '/languages/eng'}],/type/datetime,2010-08-18T08:43:42.140100,5,['PN1992.7 .D68 2007'],['2007019737'],,,,,,,,,,,p. cm.,,,cau,2007,"['Studio City, CA']",['Michael Wiese Productions'],5,,"['marc:marc_loc_updates/v35.i20.records.utf8:30754198:641', 'marc:marc_loc_updates/v38.i08.records.utf8:6228220:641']",,,"['Television authorship', 'Television serials -- Authorship']",how to succeed as a professional writer in TV,,Writing the TV drama series,,,,/type/edition,,,,,,,[{'key': '/works/OL5818077W'}]
0,[{'key': '/authors/OL20125A'}],William G. Tapply.,,,,[7099037],/type/datetime,2008-10-07T23:29:10.515183,,,,['813/.54'],1st ed.,,,,['Fiction.'],['IA173401'],,['1516465'],,['3206922'],,['0312358296'],['9780312358297'],,/books/OL17932426M,[{'key': '/languages/eng'}],/type/datetime,2012-04-09T08:22:39.446813,11,['PS3570.A568 O53 2007'],['2007019341'],,,,,,,onewayticketbrad00tapp,,,,p. cm.,,,nyu,2007,['New York'],"[""St. Martin's Minotaur""]",11,,"['marc:marc_loc_updates/v35.i21.records.utf8:20315659:801', 'marc:marc_loc_updates/v36.i06.records.utf8:8893657:1237', 'marc:marc_loc_updates/v36.i11.records.utf8:14289568:1237', 'marc:CollingswoodLibraryMarcDump10-27-2008/Collingswood.out:74766922:2070', 'ia:onewayticketbrad00tapp']",,,"['Coyne, Brady (Fictitious character) -- Fiction', 'Lawyers -- Massachusetts -- Boston -- Fiction', 'Kidnapping -- Fiction', 'Boston (Mass.) -- Fiction']",,,One-way ticket,,,,/type/edition,,,,,,,[{'key': '/works/OL97898W'}]
0,[{'key': '/authors/OL235993A'}],André Brink.,,,,,/type/datetime,2008-10-07T23:38:48.141187,,,,['823'],,,,,['Fiction.'],,,['1467785'],,['17817'],,,['9781402208645'],,/books/OL17932743M,[{'key': '/languages/eng'}],/type/datetime,2010-08-18T08:48:52.563091,5,['PR9369.3.B7 C36 2007'],['2007020228'],,,,,,,,,,,p. cm.,,,ilu,2007,"['Naperville, Ill']",['Sourcebooks'],5,,"['marc:marc_loc_updates/v35.i21.records.utf8:20719699:782', 'marc:marc_loc_updates/v36.i30.records.utf8:6340924:859']",,,"['Adamastor (Legendary character) -- Fiction', 'South Africa -- Fiction']",the first life of Adamastor : a story,,Cape of storms,,,,/type/edition,,,,,,,[{'key': '/works/OL1965314W'}]
0,[{'key': '/authors/OL22100A'}],"escrito y ilustrado por Michael Grejniec ; traducido por Alis Alejandro = Good morning, good night / written and illustrated by Michael Grejniec ; translated by Alis Alejandro.","['Alejandro, Alis.']",,,,/type/datetime,2008-10-08T12:36:30.643468,,/type/text,"Two children in a day of play experience such opposites as inside and outside, hiding and seeking, and low and high.",['[E]'],,,,,['Fiction.'],,,['1250619'],,['4163302'],,['0735821100'],['9780735821101'],,/books/OL17942331M,[{'key': '/languages/spa'}],/type/datetime,2010-08-18T08:38:46.957041,5,['PZ73 .G7147 2007'],['2006102461'],,,,,,,,,,"['Good morning, good night']",1 v. (unpaged) :,,,nyu,2007,['New York'],['NorthSouth'],5,,['marc:marc_loc_updates/v35.i22.records.utf8:7759346:1244'],,,"['Spanish language -- Synonyms and antonyms -- Fiction', 'English language -- Synonyms and antonyms -- Fiction', 'Spanish language materials -- Bilingual']",,,"Buenos dias, buenas noches",,,,/type/edition,,,,,,"['Good morning, good night.']",[{'key': '/works/OL151453W'}]
0,[{'key': '/authors/OL894828A'}],by Sam Michel.,,,,,/type/datetime,2008-10-08T18:21:40.927287,,,,['813/.54'],1st ed.,,,,['Fiction.'],,,['202150'],,,,,['9780870745140'],,/books/OL17960797M,[{'key': '/languages/eng'}],/type/datetime,2010-04-16T13:27:43.566727,4,['PS3563.I3325 B54 2007'],['2007021254'],,,,,,,,,,,p. cm.,,,txu,2007,['Dallas'],['Southern Methodist University Press'],4,,"['marc:marc_loc_updates/v35.i23.records.utf8:20521314:717', 'marc:marc_loc_updates/v38.i08.records.utf8:6448782:717']",,,"['Boys -- Fiction', 'Interracial friendship -- Fiction', 'Flight -- Fiction', 'Burns and scalds -- Patients -- Fiction']",a novel,,Big dogs and flyboys,,,,/type/edition,,,,,,,[{'key': '/works/OL4483807W'}]
0,[{'key': '/authors/OL62400A'}],story by Joan Finnigan ; pictures by Steven Beinicke.,"['Beinicke, Steven, 1956- ill.']",,,,/type/datetime,2008-04-01T03:28:50.625462,,,,['813/.54'],,,,,,,,['2615092'],,['9419992'],,['088899057X'],,,/books/OL1797140M,[{'key': '/languages/eng'}],/type/datetime,2010-07-31T06:00:40.947253,4,['PZ7.F4984 Do 1989'],['89198360'],,,,/type/text,"""A Groundwood book.""",32.0,,,['19393962'],,[32] p. :,,,bcc,1989,['Vancouver'],['Douglas and McIntyre'],4,,,,,,,,dog who wouldn't be left behind,The ,,,/type/edition,,,,,,,[{'key': '/works/OL761474W'}]
0,[{'key': '/authors/OL237950A'}],Laura Moriarty.,,,,,/type/datetime,2008-10-08T20:49:03.155647,,,,['811/.54'],,,,,,,,['1723838'],,,,,['9781890650278'],,/books/OL17975786M,[{'key': '/languages/eng'}],/type/datetime,2011-04-26T13:22:01.946106,4,['PS3563.O871635 S46 2007'],['2007023641'],,,,,,,,,['144330115'],,p. cm.,,,cau,2007,"['Richmond, Calif']",['Omnidawn Pub.'],4,,,,,,selected and new poems : 1975-2007,,A semblance,,,,/type/edition,,,,,,,[{'key': '/works/OL1978623W'}]
0,[{'key': '/authors/OL41913A'}],Stéphane Mallarmé ; translated by Barbara Johnson.,"['Johnson, Barbara, 1947-', 'Mallarmé, Stéphane, 1842-1898.']",,,,/type/datetime,2008-10-08T22:45:27.568758,,,,['848/.807'],,,,,,,,['303502'],,['2897365'],,['0674024389'],['9780674024380'],,/books/OL17986779M,[{'key': '/languages/eng'}],/type/datetime,2010-08-18T09:06:00.229423,5,['PQ2344.D5 E5 2007'],['2006043745'],,,,,,302.0,,,,,"ix, 302 p. ;",,,mau,2007,"['Cambridge, Mass']",['Harvard University Press'],5,,,,,,"the 1897 arrangement by the author ; together with ""Music and letters""",,Divagations,,,,/type/edition,,,,,,['Divagations.'],[{'key': '/works/OL574487W'}]
0,[{'key': '/authors/OL1480777A'}],by Elaine Lazzeroni.,,,,,/type/datetime,2008-10-08T23:03:39.370969,,,,['811/.6'],,,,,['Poetry.'],,,['7282530'],,,,['0970371551'],,,/books/OL17988742M,[{'key': '/languages/eng'}],/type/datetime,2011-04-26T13:22:01.946106,5,['PS3562.A9986 F36 2006'],['2006925558'],,,,,,128.0,,,['144541390'],,128 p. :,,,cau,2006,"['Santa Ana, Calif']",['Imagine Graphics'],5,,"['marc:marc_loc_updates/v35.i25.records.utf8:11848666:547', 'marc:marc_loc_updates/v37.i27.records.utf8:59884635:554']",,,['Family -- Poetry'],,,Family album,,,,/type/edition,,,,,,,[{'key': '/works/OL5965003W'}]
0,[{'key': '/authors/OL3635674A'}],Richard Tinguely.,,,,,/type/datetime,2008-10-09T06:19:12.218506,,,,['813/.6'],,,,,['Fiction.'],,,['3425294'],,,,,['9780826341976'],,/books/OL18021358M,[{'key': '/languages/eng'}],/type/datetime,2011-04-26T13:22:01.946106,7,['PS3620.I54 B46 2008'],['2008000652'],,,,,,,,,['185536509'],,p. cm.,,,nmu,2008,['Albuquerque'],['University of New Mexico Press'],7,,"['marc:marc_loc_updates/v36.i01.records.utf8:19845863:660', 'marc:marc_loc_updates/v36.i24.records.utf8:9349714:770', 'marc:marc_loc_updates/v36.i30.records.utf8:10030983:770', 'marc:marc_loc_updates/v36.i39.records.utf8:6828789:770']",,,"['Farmers -- Fiction', 'Man-woman relationships -- Fiction', 'New Mexico -- Fiction']",,,Bent dreams,,,,/type/edition,,,,,,,[{'key': '/works/OL9639172W'}]
0,[{'key': '/authors/OL2726133A'}],Kat Richardson.,,,,[7166894],/type/datetime,2008-10-09T06:59:16.865969,,,,['813/.6'],,,,,['Fiction.'],['IA103401'],['poltergeistgreyw00rich'],['297898'],,['2373654'],,['0451461509'],['9780451461506'],,/books/OL18024869M,[{'key': '/languages/eng'}],/type/datetime,2012-07-29T23:52:35.835214,11,['PS3618.I3447 P65 2006'],['2007004844'],,,,,,341.0,poltergeistgreyw00rich,"['81861848', '81861848']",,,341 p. ;,,,nyu,2006,['New York'],['Roc'],11,,"['marc:marc_loc_updates/v36.i02.records.utf8:7988828:1095', 'marc:marc_loc_updates/v36.i07.records.utf8:4308290:1149', 'marc:marc_loc_updates/v36.i12.records.utf8:7191003:1149', 'marc:marc_loc_updates/v36.i31.records.utf8:9664410:1159', 'ia:poltergeistgreyw00rich']",,,"['Women private investigators -- Washington (State) -- Seattle -- Fiction', 'Poltergeists -- Fiction', 'Seattle (Wash.) -- Fiction']",a Greywalker novel,,Poltergeist,,,,/type/edition,"['Contributor biographical information', 'Publisher description']","['http://www.loc.gov/catdir/enhancements/fy0733/2007004844-b.html', 'http://www.loc.gov/catdir/enhancements/fy0733/2007004844-d.html']","['http://www.loc.gov/catdir/enhancements/fy0733/2007004844-b.html', 'http://www.loc.gov/catdir/enhancements/fy0733/2007004844-d.html']",,,,[{'key': '/works/OL8166225W'}]
0,,textes réunis et présentés par Richard Stamelman et Mary Ann Caws ; [contributions De Riccardo de Benedetti ... et al.].,"['Stamelman, Richard Howard.', 'Caws, Mary Ann.', 'De Benedetti, Riccardo.']",,,[4018641],,,,,,['848/.91407'],,,,,,,,['2840752'],,,,['2876730618'],,,/books/OL1804000M,[{'key': '/languages/fre'}],/type/datetime,2010-04-16T04:01:59.411168,3,['PQ2619.A112 Z65 1989'],['89209696'],,,,/type/text,Includes bibliographical references.,314.0,,,,,314 p. ;,,,fr ,1989,['Seyssel [France]'],['Champ Vallon'],3,,,,,"['Jabès, Edmond -- Criticism and interpretation -- Congresses.']",autour d'Edmond Jabès : colloque de Cerisy-la-Salle,,Ecrire le livre,,,,/type/edition,,,,,,,
0,[{'key': '/authors/OL608137A'}],Sylvain Trudel.,,,,,/type/datetime,2008-04-01T03:28:50.625462,,,,['843'],,,,,,,,['3586892'],,['5350067'],,['2890263851'],,,/books/OL1806107M,[{'key': '/languages/fre'}],/type/datetime,2010-07-31T06:02:14.671876,4,['PQ3919.2.T79 T47 1989'],['89213058'],,,,,,195.0,,,,,195 p. ;,,,quc,1989,['Montréal'],['Quinze'],4,['Prose ouverte'],,,,,,,Terre du roi Christian,,,,/type/edition,,,,,,,[{'key': '/works/OL3593200W'}]
0,[{'key': '/authors/OL866768A'}],Paul Mühsam ; herausgegeben und mit einem Nachwort von Ernst Kretzschmar.,"['Kretzschmar, Ernst.']",,,[4019087],,,,,,"['838/.91409', 'B']",1. Aufl.,,,,,,,['5630975'],,,,['3883506575'],,,/books/OL1808277M,[{'key': '/languages/ger'}],/type/datetime,2010-04-16T04:01:59.411168,4,['PT2673.U273 Z466 1989'],['89216575'],,,,,,333.0,,,,,"333 p., [12] p. of plates :",,,gw ,1989,['Gerlingen'],['Bleicher'],4,,,"['Haifa (Israel)', 'Germany', 'Israel', 'Haifa']",['20th century'],"['Mühsam, Paul, 1876-1960.', 'Authors, German -- 20th century -- Biography.', 'Jews -- Germany -- Biography.', 'Jews, German -- Israel -- Haifa -- Biography.', 'Haifa (Israel) -- Biography.']",Lebenserinnerungen,,Ich bin ein Mensch gewesen,,,,/type/edition,,,,,,,[{'key': '/works/OL4394521W'}]
0,[{'key': '/authors/OL22351A'}],Margaret Yorke.,,,,,/type/datetime,2008-10-10T20:05:50.267332,,,,"['823.914', 'F']",,,,,,,,['3081249'],,['988839'],,['0316882542'],,,/books/OL18100257M,[{'key': '/languages/eng'}],/type/datetime,2010-08-18T08:58:19.413387,4,,['97028051'],,,,,,282.0,,,,,282 p. ;,,,enk,1997,['London'],"['Little, Brown']",4,,['marc:marc_oregon_summit_records/catalog_files/osu_bibs.mrc:1051984261:902'],,,"['Lawyers -- England -- Fiction', 'Murder -- England -- Fiction', 'Teenage boys -- England -- Fiction']",,,Act of violence,,,,/type/edition,,,,,,,[{'key': '/works/OL175939W'}]
0,[{'key': '/authors/OL21979A'}],Tami Hoag.,,,,,/type/datetime,2008-10-10T20:54:10.603474,,,,['813.54'],,,,,,,,['3778335'],,['78712'],,['1857974905'],,,/books/OL18104785M,[{'key': '/languages/eng'}],/type/datetime,2010-08-18T08:59:51.308020,4,,,,,,,,344.0,,,,,344p. ;,,,enk,1994,['London'],['Orion'],4,,['marc:talis_openlibrary_contribution/talis-openlibrary-contribution.mrc:1688980214:518'],,,,,,Lucky's lady,,,,/type/edition,,,,,,,[{'key': '/works/OL134444W'}]
0,[{'key': '/authors/OL20658A'}],Rosalind Laker.,,,,,/type/datetime,2008-10-11T06:42:47.545916,,,,['823.914'],,,,,,,,['1406250'],,['1031425'],,['0552138800'],,,/books/OL18145492M,[{'key': '/languages/eng'}],/type/datetime,2011-04-26T13:22:01.946106,6,,,,,,/type/text,"Originally published, Doubleday, 1992.",479.0,,,['59982816'],,479p. ;,,,enk,1993,['London'],['Corgi'],6,,,,,,,,The venetian mask,,,,/type/edition,,,,,,,[{'key': '/works/OL10677533W'}]
0,[{'key': '/authors/OL1801567A'}],Margaret Lawrence.,,,,,/type/datetime,2008-10-11T17:01:44.167627,,,,['813.54'],,,,,,,,['6105989'],,['96854'],,['0330352326'],,,/books/OL18168000M,[{'key': '/languages/eng'}],/type/datetime,2011-04-26T13:22:01.946106,5,,,,,,/type/text,"Originally published: New York : Avon, 1996 ; London : Macmillan, 1997.",344.0,,,['38924637'],,344p. ;,,,enk,1998,['London'],['Pan'],5,,,,,"['Murder -- Maine -- Fiction.', 'Murder -- Investigation -- Maine -- Fiction.', 'Women detectives -- Maine -- Fiction.', 'Maine -- History -- 1775-1865 -- Fiction.']",,,Hearts and bones,,,,/type/edition,,,,,,,[{'key': '/works/OL6666504W'}]
0,[{'key': '/authors/OL954071A'}],illustrated by Niki Daly.,"['Daly, Niki.']",,,,/type/datetime,2008-10-11T19:35:41.944687,,,,['823.914'],,,,,,,,['6864455'],,,,['0099113716'],,,/books/OL18185540M,[{'key': '/languages/eng'}],/type/datetime,2010-04-16T13:29:19.041393,3,,,,,,,,24.0,,,,,(24)p. :,,,enk,1994,['London'],['Red Fox'],3,,,,,,,,I want to see the moon,,,,/type/edition,,,,,,,[{'key': '/works/OL4644625W'}]
0,[{'key': '/authors/OL4340550A'}],John Mortimer.,,,,[6983080],/type/datetime,2008-10-11T21:46:19.561420,,,,['823/.914'],,,,,,['IA112716'],,['1876697'],,['91640'],,['0140069283'],,,/books/OL18197954M,[{'key': '/languages/eng'}],/type/datetime,2011-12-13T09:28:41.274949,6,,,,,,/type/text,"Originally published, London , Viking, 1985.",447.0,paradisepostpone00mort,,,,447p. ;,,,xxk,1986,['Harmondsworth'],['Penguin'],6,,['ia:paradisepostpone00mort'],,,,,,Paradise postponed,,,,/type/edition,,,,,,,[{'key': '/works/OL10464528W'}]
