,authors,by_statement,contributions,contributors,copyright_date,covers,create,created.type,created.value,description,description.type,description.value,dewey_decimal_class,edition_name,first_sentence.type,first_sentence.value,full_title,genres,ia_box_id,ia_loaded_id,identifiers.goodreads,identifiers.google,identifiers.librarything,isbn_10,isbn_13,isbn_invalid,key,languages,last_modified.type,last_modified.value,latest_revision,lc_classifications,lccn,links,location,notes,notes.type,notes.value,number_of_pages,ocaid,oclc_number,oclc_numbers,other_titles,pagination,physical_dimensions,physical_format,publish_country,publish_date,publish_places,publishers,revision,series,source_records,subject_place,subject_time,subjects,subtitle,table_of_contents,title,title_prefix,translated_from,translation_of,type.key,uri_descriptions,uris,url,weight,work_title,work_titles,works
0,[{'key': '/authors/OL218010A'}],Elizabeth A. Fay.,,,,"[1326522, 396013]",,/type/datetime,2008-04-01T03:28:50.625462,,,,['820.9/145/082'],,,,,,,,['4209305'],,['952415'],"['0631198954', '0631198946']",,,/books/OL346821M,[{'key': '/languages/eng'}],/type/datetime,2010-06-25T06:02:40.577038,5,['PR468.F46 F39 1998'],['98005902'],,,,/type/text,Includes bibliographical references (p. 236-245) and index.,256.0,,,,,"viii, 256 p. :",,,mau,1998,"['Malden, Mass']",['Blackwell Publishers'],5,,,"['Great Britain', 'Great Britain.']","['19th century.', '18th century.', '19th century', '18th century']","['English literature -- Women authors -- History and criticism.', 'Feminism and literature -- Great Britain -- History -- 19th century.', 'Feminism and literature -- Great Britain -- History -- 18th century.', 'Women and literature -- Great Britain -- History -- 19th century.', 'Women and literature -- Great Britain -- History -- 18th century.', 'English literature -- 19th century -- History and criticism.', 'English literature -- 18th century -- History and criticism.', 'Romanticism -- Great Britain.']",,,feminist introduction to romanticism,A ,,,/type/edition,,,,,,,[{'key': '/works/OL1818429W'}]
0,,textes recueillis par Pierre Jourde.,"['Jourde, Pierre.']",,,[2170537],,,,,,,['842/.914'],,,,,['Congresses.'],,,['2877973'],,,['2747567222'],,,/books/OL3469757M,[{'key': '/languages/fre'}],/type/datetime,2010-04-16T04:48:08.801575,3,['PQ2674.O896 Z96 2004'],['2005543885'],,,,/type/text,"Includes bibliographical references.
Papers presented at a conference held in 2001, Université Stendhal, Centre de Valence.",216.0,,,,,216 p. :,,,fr ,2004,['Paris'],['Harmattan'],3,"[""L'écarlate ;"", '3e v.']",,,,"['Novarina, Valère -- Criticism and interpretation -- Congresses.']",actes du colloque de Valence,,voix de Valère Novarina,La ,,,/type/edition,,,,,,,
0,[{'key': '/authors/OL279395A'}],edited by Geoffrey Harvey.,"['Harvey, Geoffrey, 1943-']",,,,,/type/datetime,2008-04-01T03:28:50.625462,,,,['823/.8'],,,,,['Fiction.'],,,['1682401'],,,['1851967362'],,,/books/OL3469850M,[{'key': '/languages/eng'}],/type/datetime,2010-12-27T12:51:58.616511,4,"['PR4082 .S26 2004 vol. 4', 'PR4084 .S26 2004 vol. 4']",['2005544210'],,,,/type/text,"Includes bibliographical references.
Originally published: London : Saunders and Otley, 1833.",269.0,,,,,"xx, 269 p. ;",,,enk,2004,"['London', 'Brookfield, Vt']",['Pickering & Chatto'],4,"['The Pickering masters', 'The early novels of Benjamin Disraeli ;', 'v. 4']",,"['Jerusalem', 'Kurdistan']","['Second, 1147-1149', '70-1789', 'Latin Kingdom, 1099-1244']","['Judaism -- Relations -- Islam -- Fiction.', 'Islam -- Relations -- Judaism -- Fiction.', 'Crusades -- Second, 1147-1149 -- Fiction.', 'Jews -- History -- 70-1789 -- Fiction.', 'Messianism -- Fiction.', 'Princes -- Fiction.', 'Jerusalem -- History -- Latin Kingdom, 1099-1244 -- Fiction.', 'Kurdistan -- Fiction.']",,,The wondrous tale of Alroy,,,,/type/edition,,,,,,,[{'key': '/works/OL1104313W'}]
0,[{'key': '/authors/OL218462A'}],Colson Whitehead.,,,,[241668],,/type/datetime,2008-04-01T03:28:50.625462,,,,['813/.54'],1st Anchor Books ed.,,,,,['IA178901'],['intuitionist00whit_0'],['537452'],,['35322'],['0385492995'],,,/books/OL347628M,[{'key': '/languages/eng'}],/type/datetime,2012-05-06T07:03:50.096947,11,['PS3573.H4768 I58 1999'],['98006756'],,,,,,255.0,intuitionist00whit_0,,,,255 p. ;,,,nyu,1999,['New York'],['Anchor Books'],11,,"['marc:marc_records_scriblio_net/part27.dat:60969296:996', 'marc:marc_cca/b10621386.out:29402253:869', 'ia:intuitionist00whit_0']",,,"['African Americans -- Fiction', 'African American women -- Fiction', 'Elevators -- Inspection -- Fiction']",,,The intuitionist,,,,/type/edition,"['Contributor biographical information', 'Sample text', 'Publisher description']","['http://www.loc.gov/catdir/bios/random058/98006756.html', 'http://www.loc.gov/catdir/samples/random042/98006756.html', 'http://www.loc.gov/catdir/description/random045/98006756.html']","['http://www.loc.gov/catdir/bios/random058/98006756.html', 'http://www.loc.gov/catdir/samples/random042/98006756.html', 'http://www.loc.gov/catdir/description/random045/98006756.html']",,,,[{'key': '/works/OL1822528W'}]
0,[{'key': '/authors/OL219088A'}],Anne Stevenson.,,,,[4270864],,/type/datetime,2008-04-01T03:28:50.625462,,,,['821/.914'],,,,,,,,['2234656'],,['5620149'],['0192119478'],,,/books/OL3482822M,[{'key': '/languages/eng'}],/type/datetime,2010-08-02T20:33:37.836763,5,['PR6069.T45 M5 1982'],['82002227'],,,,,,63.0,,,,,63 p. ;,,,enk,1982,"['Oxford [Oxfordshire]', 'New York']",['Oxford University Press'],5,,,,,,,,Minute by glass minute,,,,/type/edition,,,,,,,[{'key': '/works/OL1828914W'}]
0,[{'key': '/authors/OL529110A'}],story and pictures by Barbara Cooney.,,,,[401181],,/type/datetime,2008-04-01T03:28:50.625462,,/type/text,"As a child Great-aunt Alice Rumphius resolved that when she grew up she would go to faraway places, live by the sea in her old age, and do something to make the world more beautiful--and she does all those things, the last being the most difficult of all.",['[E]'],1st ed.,,,,,['IA143123'],['missrumphius00coon'],['402074'],,['33776'],['0670479586'],,,/books/OL3483403M,[{'key': '/languages/eng'}],/type/datetime,2012-06-06T06:08:31.712060,9,['PZ7 .C783 Mi 1982'],['82002837'],,,,,,32.0,,,,,[32] p. :,,,nyu,1982,['New York'],['Viking Press'],9,,"['marc:marc_records_scriblio_net/part15.dat:205203588:862', 'marc:CollingswoodLibraryMarcDump10-27-2008/Collingswood.out:2694539:1572', 'marc:marc_loc_updates/v36.i25.records.utf8:2600561:867', 'ia:missrumphius00coon', 'marc:marc_loc_updates/v40.i23.records.utf8:1349223:1084']",,,['Great-aunts -- Fiction'],,,Miss Rumphius,,,,/type/edition,,,,,,,[{'key': '/works/OL3244577W'}]
0,[{'key': '/authors/OL503540A'}],by Phil Andros.,,,,[4271147],,/type/datetime,2008-04-01T03:28:50.625462,,,,['813/.54'],,,,,,,,['1446278'],,['128451'],['0912516755'],,,/books/OL3483689M,[{'key': '/languages/eng'}],/type/datetime,2011-04-27T13:17:38.156837,6,['PS3537.T479 B4 1982'],['82003141'],,,,,,128.0,,,['8387704'],['Below the belt and other stories.'],128 p. ;,,,cau,1982,"['San Francisco', 'Eugene, OR']","['Perineum Press Book', 'Distributed by Subco']",6,,,,,['Gay men -- Fiction.'],,,Below the belt & other stories,,,,/type/edition,,,,,,,[{'key': '/works/OL3158774W'}]
0,,edited by Norman Page.,"['Page, Norman.']",,,[4271674],,/type/datetime,2008-04-01T03:28:50.625462,,,,['813/.54'],,,,,,,,['1203971'],,['4675106'],['0710092237'],,,/books/OL3484240M,[{'key': '/languages/eng'}],/type/datetime,2010-08-02T20:36:19.879653,4,['PG3476.N3 Z787 1982'],['82003716'],,,,/type/text,"Bibliography: p. 244.
Includes index.",252.0,,,,,"xii, 252 p. ;",,,enk,1982,"['London', 'Boston']",['Routledge & Kegan Paul'],4,['Critical heritage series'],,,,"['Nabokov, Vladimir Vladimirovich, 1899-1977 -- Criticism and interpretation.']",,,"Nabokov, the critical heritage",,,,/type/edition,,,,,,,
0,,edited by Michael Grant.,"['Grant, Michael, 1940-']",,,"[4663762, 4271683, 4271680]",,/type/datetime,2008-04-01T03:28:50.625462,,,,['821/.912'],,,,,,,,"['3457380', '6368647']",,,"['0710092245', '0710092253']",,,/books/OL3484363M,[{'key': '/languages/eng'}],/type/datetime,2014-07-28T12:33:48.756093,6,['PS3509.L43 Z8732 1982'],['82003842'],,,,/type/text,"Bibliography: p. 746-749.
Includes index.",,tseliot00gran,,,,v. <2   > ;,,,enk,1982,"['London', 'Boston']",['Routledge & Kegan Paul'],6,['Critical heritage series'],"['marc:marc_records_scriblio_net/part15.dat:206014022:799', 'marc:marc_ithaca_college/ic_marc.mrc:31350160:892', 'marc:marc_upei/marc-for-openlibrary-bigset.mrc:56203984:881', 'ia:tseliot00gran']",,,"['Eliot, T. S. 1888-1965 -- Criticism and interpretation']",,,"T.S. Eliot, the critical heritage",,,,/type/edition,,,,,,,[{'key': '/works/OL16923896W'}]
0,[{'key': '/authors/OL1455655A'}],by Marcia Keyser ; illustrated by Diane Dawson.,"['Hearn, Diane Dawson, ill.']",,,,,/type/datetime,2008-04-01T03:28:50.625462,,/type/text,"Roger, a small white dog belonging to no one but himself, is sometimes glad to have a friend.",['[E]'],,,,,,,,['2699206'],,['5009115'],['0517544768'],,,/books/OL3485470M,[{'key': '/languages/eng'}],/type/datetime,2011-04-27T13:17:38.156837,5,['PZ7.K5263 Ro 1982'],['82005002'],,,,,,32.0,,,['8346980'],,[32] p. :,,,nyu,1982,['New York'],['Crown Publishers'],5,,,,,['Dogs -- Fiction.'],,,Roger on his own,,,,/type/edition,,,,,,,[{'key': '/works/OL5899111W'}]
0,,edited by Charles Clerc.,"['Clerc, Charles, 1926-']",,,[4273077],,/type/datetime,2008-04-01T03:28:50.625462,,,,['813/.54'],,,,,,,,['130577'],,['3071778'],['081420337X'],,,/books/OL3486916M,[{'key': '/languages/eng'}],/type/datetime,2010-08-02T20:38:45.095026,6,['PS3566.Y55 G732 1983'],['82006500'],,,,/type/text,Includes bibliographical references and index.,307.0,,,,,307 p. ;,,,ohu,1983,['Columbus'],['Ohio State University Press'],6,,"['marc:marc_records_scriblio_net/part15.dat:208131732:1191', 'marc:marc_ithaca_college/ic_marc.mrc:32723507:1284', 'marc:marc_upei/marc-for-openlibrary-bigset.mrc:56657114:1377']",,,"['Pynchon, Thomas']",,"[{'title': 'Introduction / by Charles Clerc', 'type': {'key': '/type/toc_item'}}, {'title': ""War as background in Gravity's rainbow / by Khachig Tololyan"", 'type': {'key': '/type/toc_item'}}, {'title': 'Science and technology / by Alan J. Friedman', 'type': {'key': '/type/toc_item'}}, {'title': ""Film in Gravity's rainbow / by Charles Clerc"", 'type': {'key': '/type/toc_item'}}, {'title': ""Religion, psychology, sex, and love in Gravity's rainbow / by Joseph W. Slade"", 'type': {'key': '/type/toc_item'}}, {'title': 'The new consciousness and the old system / by Raymond M. Olderman', 'type': {'key': '/type/toc_item'}}, {'title': 'Freedom and knowledge in the zone / by James W. Earl', 'type': {'key': '/type/toc_item'}}, {'title': ""Pynchon's language : signs, systems, and subversion / by Charles Russell"", 'type': {'key': '/type/toc_item'}}, {'title': ""The morning and the evening funnies : comedy in Gravity's rainbow / by Roger B. Henkle."", 'type': {'key': '/type/toc_item'}}]",Approaches to Gravity's rainbow,,,,/type/edition,,,,,,,
0,[{'key': '/authors/OL19423A'}],by John Stadler.,,,,,,/type/datetime,2008-04-01T03:28:50.625462,,/type/text,"When Gorman catches a chest instead of a fish in Treasure Lake, everyone is eager to help him open it and have for himself the treasure that must surely be inside.",['[E]'],,,,,,,,['4197465'],,,['0027866505'],,,/books/OL3489856M,[{'key': '/languages/eng'}],/type/datetime,2011-04-27T13:17:38.156837,3,['PZ7.S77575 Go 1984'],['82009583'],,,,,,30.0,,,['8532247'],,[30] p. :,,,nyu,1984,"['Scarsdale, N.Y']",['Bradbury Press'],3,,,,,"[""Children's stories, American."", 'Fishing -- Fiction.', 'Animals -- Fiction.']",,,Gorman and the treasure chest,,,,/type/edition,,,,,,,
0,[{'key': '/authors/OL722321A'}],Julia Esquivel desde el exilio.,,,,,,/type/datetime,2008-04-01T03:28:50.625462,,,,['861'],,,,,,,,['217632'],,['957791'],['0871788446'],,,/books/OL3493019M,[{'key': '/languages/eng'}],/type/datetime,2011-04-27T13:17:38.156837,5,['PQ7499.2.E68 P313 1982'],['82012899'],,,,/type/text,"English and Spanish.
Originally published as: El padrenuestro desde Guatemala y otros poemas.
Accompanied by Study guide (12 p.) by Delia Miller.",128.0,,,['8629298'],['Amenazado de resurreccion.'],128 p. ;,,,ilu,1982,"['Elgin, Ill']",['Brethren Press'],5,,,['Guatemala'],,"['Esquivel, Julia, 1930-  -- Translations into English.', 'Political poetry, Guatemalan.', 'Guatemala -- Politics and government -- Poetry.']",prayers and poems from an exiled Guatemalan = Amenazado de resurreccion,,Threatened with resurrection,,,,/type/edition,,,,,['Padrenuestro desde Guatemala y otros poemas.'],,[{'key': '/works/OL3956771W'}]
0,,edited by Mary J. Carruthers and Elizabeth D. Kirk.,"['Donaldson, E. Talbot 1910-', 'Carruthers, Mary J. 1941-', 'Kirk, Elizabeth D.']",,,,,,,,,,['820/.9'],,,,,,,,['329187'],,,['093766460X'],,,/books/OL3493253M,[{'key': '/languages/eng'}],/type/datetime,2010-04-16T04:49:04.060495,2,['PR251 .A3 1982'],['82013148'],,,,/type/text,Includes bibliographical references and index.,385.0,,,,,"xi, 385 p., [1] leaf of plates :",,,oku,1982,"['Norman, Okla']",['Pilgrim Books'],2,,,['England.'],"['Middle English, 1100-1500', 'Early modern, 1500-1700']","['Donaldson, Ethelbert Talbot.', 'English literature -- Middle English, 1100-1500 -- History and criticism.', 'English literature -- Early modern, 1500-1700 -- History and criticism.', 'Civilization, Medieval, in literature.', 'Renaissance -- England.']","the text in its contexts, 700-1600 : essays on medieval and Renaissance literature in honor of E. Talbot Donaldson",,Acts of interpretation,,,,/type/edition,,,,,,,
0,[{'key': '/authors/OL229532A'}],Edward Mendelson.,,,,,,/type/datetime,2008-04-01T03:28:50.625462,,,,['811/.52'],,,,,,,,['2765110'],,['1020004'],['0674219864'],,,/books/OL3495480M,[{'key': '/languages/eng'}],/type/datetime,2010-08-02T20:46:55.831029,4,['PR6001.U4 Z758 1983'],['82015478'],,,,/type/text,Includes bibliographical references and index.,407.0,,,,,"xxiii, 407 p. ;",,,mau,1983,"['Cambridge, Mass']",['Harvard University Press'],4,,,,,"['Auden, W.H. 1907-1973 -- Criticism and interpretation.']",,,Early Auden,,,,/type/edition,,,,,,,[{'key': '/works/OL1915813W'}]
0,[{'key': '/authors/OL237564A'}],Michael Noonan.,,,,,,/type/datetime,2008-04-01T03:28:50.625462,,,,['823'],1st U.S. ed.,,,,,,,['608693'],,['1725340'],['0312504268'],,,/books/OL3496863M,[{'key': '/languages/eng'}],/type/datetime,2011-04-27T13:17:38.156837,5,['PR9639.3.N6 M3 1983'],['82016926'],,,,,,222.0,,,['8806217'],,222 p. ;,,,nyu,1983,['New York'],"[""St. Martin's Press""]",5,,,['Australia'],,['Australia -- Fiction.'],,,Magwitch,,,,/type/edition,,,,,,,[{'key': '/works/OL1976347W'}]
0,[{'key': '/authors/OL22282A'}],Daria A. Kirjanov.,,,,[2652801],,/type/datetime,2008-04-01T03:28:50.625462,,,,['891.72/3'],,,,,,,,['2975788'],,,['0820444758'],,,/books/OL34978M,[{'key': '/languages/eng'}],/type/datetime,2010-04-14T01:54:05.274306,4,['PG3458.Z9 M455 2000'],['99019403'],,,,/type/text,Includes bibliographical references (p. [181]-187) and index.,193.0,,,,,"x, 193 p. ;",,,nyu,2000,['New York'],['P. Lang'],4,"['Studies on themes and motifs in literature,', 'v. 52']",,,,"['Chekhov, Anton Pavlovich, 1860-1904 -- Criticism and interpretation.', 'Memory in literature.']",,,Chekhov and the poetics of memory,,,,/type/edition,,,,,,,[{'key': '/works/OL14864212W'}]
0,[{'key': '/authors/OL980513A'}],by Ann Sheldon.,,,,,,/type/datetime,2008-04-01T03:28:50.625462,,/type/text,Linda Craig finds a mysterious diary hidden in an old sleigh at her grandparents' ranch in California.,['[Fic]'],,,,,,,,"['4580721', '6197135']",,['9278880'],"['0671464604', '0671464590']",,,/books/OL3500027M,[{'key': '/languages/eng'}],/type/datetime,2010-08-02T20:50:23.880786,4,['PZ7.S5413 Se 1983'],['82020242'],,,,,,191.0,,,,,191 p. ;,,,nyu,1983,['New York'],['Wanderer Books'],4,"['Linda Craig ;', '8']",,,,"['Mystery and detective stories.', 'Ranch life -- Fiction.']",,,Secret of the old sleigh,,,,/type/edition,,,,,,,[{'key': '/works/OL4720049W'}]
0,[{'key': '/authors/OL24310A'}],Marc Brown.,,,,[188087],,/type/datetime,2008-04-01T03:28:50.625462,,/type/text,Arthur worries about remembering his magic tricks for the April Fool's Day assembly and Binky's threats to pulverize him.,['[E]'],,,,,,,,['3635605'],,['156963'],['0316111961'],,,/books/OL3500148M,[{'key': '/languages/eng'}],/type/datetime,2010-08-02T20:50:23.880786,7,['PZ7.B81618 Ao 1983'],['82020368'],,,,/type/text,"""An Atlantic Monthly Press book.""",32.0,,,,,[32] p. :,,,mau,1983,['Boston'],"['Little, Brown']",7,,"['marc:marc_records_scriblio_net/part15.dat:219118851:844', 'marc:CollingswoodLibraryMarcDump10-27-2008/Collingswood.out:2689117:3099', 'marc:marc_loc_updates/v37.i31.records.utf8:1769625:945']",,,"[""April Fools' Day -- Fiction"", 'Magic tricks -- Fiction', 'Bullies -- Fiction', 'Animals -- Fiction']",,,Arthur's April fool,,,,/type/edition,,,,,,,[{'key': '/works/OL18858W'}]
0,[{'key': '/authors/OL2656970A'}],Robert B. Parker.,,,,[4278944],,/type/datetime,2008-04-01T03:28:50.625462,,,,['813/.54'],,,,,,,,['297485'],,['71385'],['0440087406'],,,/books/OL3501802M,[{'key': '/languages/eng'}],/type/datetime,2010-09-01T21:04:32.958600,7,['PS3566.A686 W5 1983'],['82022083'],,,,,,183.0,,,,,183 p. ;,,,nyu,1983,"['New York, N.Y']",['Delacorte Press/Seymour Lawrence'],7,,"['marc:marc_records_scriblio_net/part15.dat:220485449:760', 'marc:marc_loc_updates/v38.i04.records.utf8:1566752:765']","['Boston (Mass.)', 'Massachusetts', 'Boston']",,"['Spenser (Fictitious character) -- Fiction', 'Private investigators -- Massachusetts -- Boston -- Fiction', 'Boston (Mass.) -- Fiction']",a Spenser novel,,widening gyre,The ,,,/type/edition,,,,,,,[{'key': '/works/OL14860104W'}]
0,[{'key': '/authors/OL1125104A'}],Robert Orben.,,,,,,/type/datetime,2008-04-01T03:28:50.625462,,,,['818/.5402'],1st ed.,,,,,,,['4911011'],,,['0385182481'],,,/books/OL3505994M,[{'key': '/languages/eng'}],/type/datetime,2011-04-27T13:17:38.156837,4,['PN4193.I5 O734 1983'],['82045448'],,,,,,222.0,,,['8473903'],['Twenty one hundred laughs for all occasions.'],"xv, 222 p. ;",,,nyu,1983,"['Garden City, N.Y']",['Doubleday'],4,,,,,"['Public speaking -- Handbooks, manuals, etc.', 'American wit and humor.']",,,2100 laughs for all occasions,,,,/type/edition,,,,,,,[{'key': '/works/OL5107703W'}]
0,[{'key': '/authors/OL240415A'}],story and pictures by Bruce Degen.,,,,"[23658, 23657]",,/type/datetime,2008-04-01T03:28:50.625462,,/type/text,A little boy walking in the forest meets a big lovable bear that takes him on a delicious berry-picking adventure in the magical world of Berryland.,['[Fic]'],1st ed.,,,,,,,"['2125565', '2954454']",,['73114'],"['0060214163', '0060214171']",,,/books/OL3506487M,[{'key': '/languages/eng'}],/type/datetime,2010-08-02T20:57:07.701273,10,['PZ8.3.D364 Jam 1983'],['82047708'],,,,,,32.0,,,,,[32] p. :,,,nyu,1983,"['New York, N.Y']",['Harper & Row'],10,,"['marc:marc_records_scriblio_net/part15.dat:224317044:892', 'marc:CollingswoodLibraryMarcDump10-27-2008/Collingswood.out:2719322:2458', 'marc:marc_loc_updates/v37.i22.records.utf8:3578880:1008']",,,['Stories in rhyme'],,,Jamberry,,,,/type/edition,['Publisher description'],['http://www.loc.gov/catdir/description/hc043/82047708.html'],['http://www.loc.gov/catdir/description/hc043/82047708.html'],,,,[{'key': '/works/OL1997039W'}]
0,[{'key': '/authors/OL715986A'}],Frances Gray.,,,,,,/type/datetime,2008-04-01T03:28:50.625462,,,,['822/.914'],1st Evergreen ed.,,,,,,,['3977566'],,['8342849'],['0394624157'],,,/books/OL3506722M,[{'key': '/languages/eng'}],/type/datetime,2011-04-27T13:17:38.156837,8,['PR6051.R3 Z68 1983'],['82047993'],,,,/type/text,"Bibliography: p. 166-168.
Includes index.",173.0,,,['9088828'],,"vii, 173 p., [4] p. of plates :",,,nyu,1982,['New York'],['Grove Press'],8,"['Grove Press modern dramatists', 'An Evergreen books ;', 'E-820']","['marc:marc_records_scriblio_net/part15.dat:224513142:750', 'marc:marc_ithaca_college/ic_marc.mrc:98070443:844']",,,"['Arden, John -- Criticism and interpretation']",,,John Arden,,,,/type/edition,,,,,,,[{'key': '/works/OL3929656W'}]
0,[{'key': '/authors/OL402631A'}],by Pamela White Hadas.,,,,[4281704],,/type/datetime,2008-04-01T03:28:50.625462,,,,['811/.54'],1st ed.,,,,,,,"['2782006', '1881807']",,['7990082'],"['0394529936', '0394713435']",,,/books/OL3507578M,[{'key': '/languages/eng'}],/type/datetime,2010-08-02T20:57:51.968081,5,['PS3558.A311598 B4 1983'],['82049003'],,,,,,241.0,,,,,"ix, 241 p. ;",,,nyu,1983,['New York'],['Knopf'],5,"['The Knopf poetry series ;', '#12']",,['United States'],,['Women -- United States -- Poetry.'],Pocahontas to Patty Hearst : poems,,Beside herself,,,,/type/edition,,,,,,,[{'key': '/works/OL2745116W'}]
0,[{'key': '/authors/OL26698A'}],Steven Shankman.,,,,,,/type/datetime,2008-04-01T03:28:50.625462,,,,['821/.5'],,,,,,,,['259475'],,['1306088'],['0691065667'],,,/books/OL3509550M,[{'key': '/languages/eng'}],/type/datetime,2010-08-02T20:59:33.624566,4,['PR3638 .S5 1983'],['82061384'],,,,/type/text,"Bibliography: p. 171-185.
Includes index.",195.0,,,,,"xviii, 195 p. ;",,,nju,1983,"['Princeton, N.J']",['Princeton University Press'],4,['Princeton essays in literature'],,"['England', 'England.']",['18th century.'],"['Homer.', 'Homer -- Translations into English -- History and criticism.', 'Pope, Alexander, 1688-1744 -- Knowledge -- Language and languages.', 'Translating and interpreting -- England -- History -- 18th century.', 'Greek language -- Translating into English -- History.', 'Achilles (Greek mythology) in literature.', 'Epic poetry, Greek -- Appreciation -- England.', 'Trojan War -- Literature and the war.']",Homer in the age of passion,,Pope's Iliad,,,,/type/edition,,,,,,,[{'key': '/works/OL455738W'}]
